,text
1416,"I was dumbfounded to find that there are holes in the wall because the Biden administration has issued an order to stop construction on the wall. I visited one site where the panels were already stacked on the ground and ready to be put up. 

https://t.co/lSaXdIQIDs"
1417,"It is only a matter of time until coyotes and other human traffickers spread the word throughout Central America that the Biden administration has returned us to the old, failed way of doing business. 

https://t.co/lSaXdJ8k22"
1418,"Barely six weeks into the new administration, we already see an uptick in the number of adults and unaccompanied minors showing up at our southern border. 

https://t.co/lSaXdJ8k22"
1419,"In 2018 and 2019, Customs and Border Protection officials were overwhelmed by asylum seekers from El Salvador, Honduras and Guatemala, also known as the Northern Triangle countries. 

https://t.co/lSaXdIQIDs"
1420,"Whether it is the Biden administration’s reversal of the Remain in Mexico policy or stopping construction of the border wall, the stage is being set for a return to the lawlessness and chaos we saw at our southern border in 2018 and 2019. 

https://t.co/lSaXdIQIDs"
1421,"Despite recent claims by Homeland Security Secretary Alejandro Mayorkas that there is no crisis at our southern border, there is a major crisis brewing due to the misguided policies of the Biden administration.

https://t.co/lSaXdJ8k22"
1422,"Reckless immigration policies – Biden team has no one to blame but themselves

Read my full oped at https://t.co/jjilEz4c0J

https://t.co/lSaXdJ8k22"
1423,"He has been a great friend, wise counsel, and strong voice for conservatism with a heart.

I wish Roy and his wonderful family well. 

I know he will be working hard for the people of Missouri and our country until his final day in office."
1424,"While I completely understand Roy’s decision, it hits hard because Senator Blunt is one of the most effective, thoughtful, and smartest members of the body. 

Roy has always had a way of bringing people together, looking for Win-Win solutions."
1425,"Another big blow to the United States Senate with the announcement that Senator @RoyBlunt will not seek reelection.

https://t.co/VaOYFoFiwy"
1426,Now speaking with @MariaBartiromo on Fox News Channel.
1427,"Speaking with @MariaBartiromo on Fox News Channel @SundayFutures in just a few minutes.  

Tune in!"
1428,"Speaking with Fox News Channel @MariaBartiromo this morning at 10 AM on @SundayFutures.  

Tune in!"
1429,RT @RogerMarshallMD: Proud to join @LindseyGrahamSC on this. Hard working Kansans shouldn't be forced to bail out blue states who totally s…
1430,RT @BudgetGOP: Senate Budget Committee Ranking Member @LindseyGrahamSC (R-South Carolina) introduced an amendment to end The American Rescu…
1431,RT @cspan: Sen. @LindseyGrahamSC news conference - LIVE online here: https://t.co/uCyYNux9XJ https://t.co/ttroOFa7tI
1432,"Press Conference Live Stream from Senate Radio-TV Gallery

WATCH:
https://t.co/eEjbCwU2A4"
1433,"UPDATE:
Will hold a press conference today at 4:15 pm on the COVID-19 debate in the U.S. Senate.

LOCATION:
Senate Radio-TV Gallery
S-325"
1434,"That will make it easier for business to re-open and our economy to rebound from COVID-19.

For that ‘dastardly’ position he has been held hostage for more than 3 hours.  

Wondering if the Geneva Convention applies to his status in the U.S. Senate?  

#SaveJoe"
1435,"It’s clear liberal Democrat forces are up to no good when it comes to West Virginia Senator Joe Manchin.  

Manchin is trying to make sure someone receiving unemployment benefits DOES NOT EARN MORE than someone who gets up and goes to work."
1436,"RT @thehill: Sen. Lindsey Graham: ""I regret very much that we could not find common ground here. To find it, you have to seek it."" https://…"
1437,"RT @thehill: Sen. Lindsey Graham: ""Things are looking better. Seems to me would want to slow down and spend the money not spent wisely befo…"
1438,"The beams are on the ground waiting to be up!  What are we waiting for?  

This is dumb, even by the standards of the federal government! 

Here is our video of gaps in the Border Wall.  

https://t.co/HxAi1aw4DO"
1439,"I saw this with my own eyes two weeks ago in Arizona.

It’s ridiculous the Biden Administration won’t allow them to put the beams in place and complete these gaps in the Border Wall.

https://t.co/ZMqWmw9mBW"
1440,"RT @BudgetGOP: Follow all the action of today's vote-a-rama with our amendment tracker. 

We will be sharing amendments and vote results in…"
1441,"ICYMI:

Spoke about the $1.9 trillion #COVID19 legislation Democrats are preparing to jam through the Senate without GOP support.

➡️ 90% of the money is unrelated to COVID.  

➡️ Democrats are using reconciliation to fund their liberal wish list!

WATCH:
https://t.co/BDXygdI6bu"
1442,Even ‘Neanderthals’ would say the Biden policy makes no sense!
1443,"If Texas policy of trying to return to normal – after a vaccine has been developed and being distributed - is ‘Neanderthal’ then what do you call the Biden Administration decision to release migrants into the United States who test positive for COVID-19?
 
https://t.co/RwWfmc1dZA"
1444,"So much for Biden being the 'unity' President. 

Before President Biden we had unity in COVID relief, but no more. So sad."
1445,"Tomorrow, Democrats will jam a $1.9 trillion package through the Senate — without Republican support — claiming it to be COVID relief. 

However, 90% of the money is unrelated to COVID.  

Democrats are using reconciliation to fund their liberal wish list."
1446,"@SenatorTimScott Tim has incredible influence in the United States Senate and is an indispensable voice for the future of South Carolina. 

I look forward to Tim’s reelection and regaining our Republican majority in 2022.  

President Trump will be a major factor in this critical effort."
1447,"I really appreciate President Trump coming out early and strong in support of my good friend, @SenatorTimScott reelection. 

Tim is one of the most talented people I have ever known. https://t.co/p1fq0Fqp7s"
1448,"Word is out all over Central America that the old way of doing business is now back in place.
 
Very much a crisis at our border.
 
https://t.co/QPN8oPkRKb"
1449,"With all due respect to Secretary Mayorkas, you’re missing a lot.
 
I just got back from the border. People are very worried about losing control of the border because of the Biden Administration’s decision to cancel the ‘Remain in Mexico’ policy regarding asylum."
1450,"About to question Christopher A. Wray, Director of the FBI in Senate Judiciary Committee.

WATCH:
https://t.co/fXuwToHroZ"
1451,Speaking with @seanhannity tonight at 9:15 pm.  Tune in!
1452,"Speaking with Brian @kilmeade on @foxnewsradio.

LISTEN:
https://t.co/sndVQIGRMh"
1453,"Speaking with Brian @kilmeade on @foxnewsradio at 10:05 am this morning.

LISTEN LIVE:
https://t.co/sndVQIYsDP"
1454,Very supportive of this strike and hope it will create necessary deterrence in the future.
1455,"Appreciate Biden Administration striking Iranian-backed militia groups in Syria who’ve been pushing attacks against American forces in Iraq and other locations. It is imperative that our enemies know that attacking Americans comes at a cost. 

https://t.co/praCcDIpVI"
1456,"This decision reinforces reconciliation cannot be used as a vehicle to pass major legislative change - by either party - on a simple majority vote.  

This decision will, over time, reinforce the traditions of the Senate."
1457,Very pleased the Senate Parliamentarian has ruled that a minimum wage increase is an inappropriate policy change in reconciliation.
1458,"I could not agree more with @LeaderMcConnell that Democrats are pushing a wildly liberal agenda on the American economy and their immigration policies are going to lead to another run on our border. Working together, the Republican Party will come roaring back in 2022."
1459,Very good statement by Senate Republican Leader Mitch McConnell tonight on @FoxNews indicating that he’s bullish on the Republican Party’s future in 2022 and beyond and is looking forward not backwards.
1460,"I grew up in the back of the Sanitary Café in Central, South Carolina. When I was old enough I ran the poolroom. I know what it’s like for businesses to have to absorb increased costs. A $15 national minimum wage is a really bad idea. https://t.co/4JqYJDYBFl"
1461,"Many small businesses in South Carolina, who are being hurt by limited tourism and COVID restrictions on their business, are struggling to keep the lights on and doors open. The last thing we need is Washington adding to their problems."
1462,Thank you to Carl Sobocinski of Table 301 in Greenville for testifying today before the Senate Budget Committee.  He made a compelling case that raising the minimum wage to $15 an hour while we are still suffering from a pandemic would have a negative impact on small businesses.
1463,Jamming a $1.9 trillion COVID package through Congress is the furthest thing from unity I've ever seen. President Biden: work with Republicans and find a better way forward. https://t.co/fcTH59B6mi
1464,South Carolina restaurant owner Carl Sobocinski will share his experience with working in and owning several restaurants and how it would impact his business.
1465,"Senate Budget Committee hearing today at 10:15 am on the Democrats’ push to raise the federal minimum wage to $15 an hour, especially when Americans are facing hardships during the COVID-19 pandemic.

WATCH:
https://t.co/PTyY2mgehg"
1466,"RT @newsmax: Newsmax and other networks aren't going anywhere despite the wishes of a few lawmakers trying to be the ""liberal hero for fift…"
1467,"RT @newsmax: .@LindseyGrahamSC on his differences with Mitch McConnell: ""I'll blame the people that defiled the Capitol and I'm ready to mo…"
1468,"RT @newsmax: .@LindseyGrahamSC says he likes Joe Biden, but his agenda screams names like AOC and Pelosi.

""Immigration will be the biggest…"
1469,"Participating in a press conference on the $15 per hour minimum wage.

A nationwide $15 an hour minimum wage will increase costs to business at the same time governments are mandating restrictions on their operations.   

WATCH:
https://t.co/yBLYDWqHrG"
1470,RT @SenateGOP: LIVE NOW: SenateGOP members discuss minimum wage. https://t.co/iyUDyf4GnK
1471,RT @seanhannity: BACK FROM THE BORDER: Sen. @LindseyGrahamSC joins “Hannity” to discuss his recent trip to the US-Mexico border where he sa…
1472,"RT @thehill: Sen. Lindsey Graham to Judge Merrick Garland: ""Do you promise to defend the Portland courthouse against anarchists?"" https://t…"
1473,"RT @cspan: Sen. @LindseyGrahamSC: ""Are you concerned that Al-Qaeda and ISIS types are going to try to hit us again?""

Attorney General Nomi…"
1474,"RT @dcexaminer: Merrick Garland: Horowitz report revealed ""serious problems with respect to FISA applications, particularly for [Carter Pag…"
1475,"RT @dcexaminer: .@LindseyGrahamSC: ""Do you think Jim Comey was a good FBI director?""

Merrick Garland: ""Senator, I really don't want to get…"
1476,"Will soon be questioning the Honorable Merrick Garland to be the next Attorney General of the United States.

WATCH:
https://t.co/QGNKUeeiTN"
1477,"The Biden Administration has apparently decided to stop construction and plugging this hole in the wall.  

I'm going to make sure the Department of Homeland Security tells us why. https://t.co/umNlhWuEjm"
1478,"In case anyone missed it, the only reason the hole in the wall exists is the Biden Administration refuses to finish construction.  

The panels are ready to be put up!"
1479,https://t.co/yDP8eru8Zl
1480,"This is dumb, even by the standards of the federal government.

You won’t believe this.... https://t.co/N7cr3WPdKr"
1481,"Great visit yesterday to Nogales, Arizona yesterday to meet with members of the Border Patrol, Customs enforcement and associated agencies to learn more about the impact Biden Administration decisions are having on immigration and asylum. https://t.co/s5ZWk5vuip"
1482,"My prayers are with his family and his many fans and friends throughout the country. 

He fought the good fight. 
 #RIPRushLimbaugh"
1483,"Rush was a thought leader and passionate advocate who could throw a punch and take one too.

I had the pleasure of getting to know him personally on the golf course and cherish my time with him."
1484,"Conservatism has lost one of her giants and strongest advocates.  

I first met #rushlimbaugh in 1995 when he helped my freshman class in the House put the GOP back in the majority for the first time in forty years.   

https://t.co/tEb8uw0KD2"
1485,"Speaking with @seanhannity in just a few minutes on @foxnews.  

Tune in!"
1486,"Speaking with @seanhannity tonight at 9:15 pm on @FoxNews about the future of the @GOP and the end of the Senate impeachment trial.

Tune in!"
1487,"RT @FoxNewsSunday: NEW: @LindseyGrahamSC says Lara Trump could take Senator Burr's (R-NC) seat in the senate when he retires next year. ""My…"
1488,"RT @FoxNewsSunday: .@LindseyGrahamSC says Mitch McConnell will ""be center stage now"" after his speech against President Trump. #FoxNewsSund…"
1489,RT @FoxNewsSunday: .@LindseyGrahamSC says he does not know how Vice President Harris doesn't get impeached if republicans take back the maj…
1490,RT @FoxNewsSunday: .@LindseyGrahamSC says he spoke to President Trump last night-- adding that the former president is eager to build up th…
1491,RT @FoxNewsSunday: Senator @LindseyGrahamSC joins us next. Tune in! #FoxNewsSunday
1492,RT @FoxNewsSunday: .@LindseyGrahamSC will join #FoxNewsSunday for an exclusive interview to talk about the second impeachment trial of Dona…
1493,"I hope I will be proven wrong, but it seems that impeachment based on partisan differences seems to be becoming the norm, not the exception."
1494,I fear that if this model is followed in the future – impeachment to disqualify one from holding office based on partisan hatred – will become the norm.
1495,"For the good of the country I hope this will be the last Senate impeachment where a President is impeached without a lawyer, without witnesses, and a trial record is built on hearsay upon hearsay."
1496,"It was never the goal of the House to find out what happened on January 6 and then assign blame.  

They were assigning complete and total blame to President Trump regardless."
1497,"And using the standard of incitement the House Managers proposed, many politicians could find themselves on the wrong side of impeachments in the future."
1498,"Instead, the case presented to the Senate by the House Managers was based on hearsay after hearsay combined with media reports.  

The charge against former President Trump for inciting violence was contrary to the evidence."
1499,"And the outrageous claim the First Amendment does not apply to political speech.  

Due process, at even the most basic level could have avoided this debacle."
1500,"This was an impeachment effort driven by passion and hatred against President Trump.  

In their drive to convict former President Trump, the House Managers totally ignored bedrock legal standards.  

No hearings in the House of Representatives. 

No witnesses.  

No testimony."
1501,There is no doubt that January 6 was one of the saddest days in American history.  It will be part of President Trump’s term in office.
1502,Her testimony is incredibly relevant to the incitement charge.
1503,"Whether Speaker Pelosi, due to optics, refused requests by the Capitol Hill Police for additional resources like the National Guard?"
1504,We can start with Speaker Pelosi to answer the question as to whether or not there was credible evidence of pre-planned violence before President Trump spoke?
1505,"However, if the body wants witnesses, I am going to insist we have multiple witnesses."
1506,"It is my firm belief that the House Managers are trying to investigate the case AFTER it was brought to the Senate.  

It is better for the country to go to a final vote."
1507,"If you want a delay, it will be a long one with many, many witnesses."
1508,I have found it wise to realize the source of these stories is the liberal media with an agenda.
1509,"Isn’t it a bit odd that these liberal news reports about impeachment, just like what happened during #BrettKavanaugh - which prove to be unreliable - always come out right before we are set to vote?"
1510,"For you to act surprised says more about your understanding of politics than anything else.

And if you find these facts surprising, you have missed a lot about impeachment trials."
1511,"BREAKING NEWS:

To my friends in media - Have you not noticed questions from Democrat senators are designed to help the House managers reassert and rehabilitate their case.

And 90% percent of questions from Republicans are designed to help the former President’s defense team."
1512,"Is accusing a member of the Senate who votes for acquittal of being a co-conspirator to the violent takeover of the Capitol an act of incitement subject to impeachment? 
 
Or just the rantings of an out-of-control partisan? 
 
After this trial, who knows.

https://t.co/zsuXTSzSZg"
1513,"The 'Not Guilty' vote is growing after today.  

I think most Republicans found the presentation by the House Managers offensive and absurd.

FULL INTERVIEW:
https://t.co/q6R1kIlBgm"
1514,"The 'Not Guilty' vote is growing after today.  

I think most Republicans found the presentation by the House Managers offensive and absurd."
1515,Speaking with @seanhannity tonight at 9:20 pm on @FoxNews about Day 2 of the Senate impeachment trial.
1516,RT @BudgetGOP: OMB Director nominee Neera Tanden told @LindseyGrahamSC “facts &amp; evidence” say President Biden’s immigration actions won’t c…
1517,"A hearing this morning at 10:00 am on the nomination of Ms. Neera Tanden, of Massachusetts, to be Director of the Office of Management and Budget. 

WATCH:
https://t.co/SoG7t8Uapg"
1518,"RT @dcexaminer: ""What Democrats have done is basically declare war on the presidency itself.""

@LindseyGrahamSC warned Democrats that Repub…"
1519,RT @seanhannity: MUST-SEE INTERVIEW: Sen. @LindseyGrahamSC tells you how GOP lawmakers are preparing for the unconstitutional sham impeachm…
1520,Hopefully all the time allocated will not be used if it is clear that votes for a conviction are not there.
1521,I think the trial resolution agreed to by Minority Leader McConnell and Majority Leader Schumer — with concurrence of House managers and former President Trump’s defense team — is fair to all concerned.
1522,"Above all, Senator Shelby knows how to get things done. I look forward to working with him during his remaining time in the Senate."
1523,The people of Alabama have been well-served and taken care of by Senator Shelby during his long and distinguished career in the U.S. Senate. Senator Shelby has always been a champion for a strong military and a fighter for the conservative cause.
1524,Just heard the news @SenShelby will not seek reelection in 2022. I completely understand his decision but am disappointed because he’s such an effective senator and important voice in the U.S. Senate.
1525,"Very sad to hear of the passing of Susan Bayh, the wife of former Senator Bayh. She was an incredible woman who led a consequential life. I know this must be a difficult time for the Bayh family, and they remain in my prayers.
https://t.co/FPljOyY8fR"
1526,"At heart, George was an enlisted Marine who understood duty, honor, country. 

As with all good marines, George Shultz sacrificed for his nation and made America stronger and safer. Rest in peace my friend. 

My prayers are with his lovely wife and incredible family."
1527,"He was always a steady hand and provided wise counsel to presidents, Members of Congress, and the American business community."
1528,"George Shultz was one of the most consequential leaders of the 20th century in helping Presidents Reagan and Bush 41 end the Cold War, allowing freedom to reign. 

https://t.co/fLBA6rzma3"
1529,RT @FaceTheNation: .@margbrennan asks @LindseyGraham if former President #Trump deserves any formal reprimand for actions related to the Ja…
1530,RT @FaceTheNation: .@LindseyGrahamSC tells @margbrennan that @POTUS @JoeBiden has three problems: how to handle relations with China + Iran…
1531,"RT @FaceTheNation: “If you believe he committed a crime, he can be prosecuted like any other citizen,” @LindseyGrahamSC tells @margbrennan…"
1532,"RT @FaceTheNation: SUNDAY: With the former president's second #impeachment case kicking off, we talk with @LindseyGrahamSC, one of Trump's…"
1533,"@RepMTG The Pelosi speakership is doing a lot of damage to the ability of the House to operate across party lines and achieve common purpose for the American people. 

So very sad."
1534,@RepMTG The House Democrats’ decision to strip Congresswoman Greene -- after her efforts yesterday to lower the temperature -- will put the House on a never-ending path of political reprisal.  Over time it will greatly weaken the institution.
1535,"@RepMTG Speaker Pelosi and other Democrat House leaders routinely ignore inappropriate statements, calls for violence, and personal misconduct if it is done by liberals, for liberals."
1536,"Congresswoman @RepMTG expressed regret for her past statements, recommitted herself to being a more effective Member of Congress, took steps that will allow the House to heal – only to be rejected by liberals with an unquenchable desire for reprisal and revenge."
1537,"The Nancy Pelosi-run House of Representatives is built on double-standards and a foundation that will collapse over time. 
 
https://t.co/ubPl76zTRt"
1538,"RT @thehill: Sen. Lindsey Graham: ""I think all of us would like unity. I think President Biden has said all the right things in his inaugur…"
1539,"Senate now voting on the 'Remain in Mexico' amendment I offered to the Senate budget resolution.

'Remain in Mexico’ policy was adopted by former President Trump and has proven to be successful in taking pressure off our southern border.

WATCH:
https://t.co/WtSuB7EzMJ"
1540,@RepMTG I hope her comments today will go a long way in turning down the temperature and allow us to focus on the important issues the American people want us to address.
1541,"If successful, the partisan effort to strip @RepMTG of her committee assignments will set a terrible precedent for the House -- with no end in sight."
1542,"ICYMI:

Spoke about the Senate Budget resolution today and why it is perplexing Democrats are pushing a partisan approach to what - till now -- had been bipartisan support for COVID relief.

WATCH:
https://t.co/c4S8kXXfCE"
1543,RT @ACLJ: Pro-life legislation to ban abortions at 20 weeks - when science tells us a baby in utero can feel pain - has been presented for…
1544,"ICYMI:
Spoke with @SandraSmithFox and @johnrobertsFox earlier today about @mtgreenee, @RepLizCheney, Biden Executive Orders on immigration, upcoming Senate impeachment trial and more.

WATCH:
https://t.co/kGZAMOdMOH"
1545,"Very moving tribute to Officer Brian Sicknick who was killed in the Capitol Hill riots on January 6. He was a true hero, serving his country as a police officer and a member of the Air Force. My prayers are with his family and friends. May he rest in peace."
1546,"If these statements are accurate - and do in fact reflect her views - they are troubling.
 
I would encourage her to make her views clear sooner rather than later."
1547,She is entitled to correct the record - if it needs to be corrected - and explain things that could have been taken out of context. The only way we will ever know is to allow her to speak on what she believed then and what she believes now about the matters of controversy.
1548,As to Representative Greene of Georgia and her alleged comments on various issues: the most important thing for me is to understand what Rep. Greene believes now and in the past.
1549,"Speaking with @seanhannity tonight at 9:20 pm about the upcoming Senate impeachment trial.  

Tune in!"
1550,"Finally, Democrats should realize – in spite of their intense personal dislike for him – that what President Trump did in securing our border and reforming our asylum laws worked."
1551,"The caravans will start to flow again, and America will be under siege once again by new waves of migrants responding to the Biden Administration’s weak policies on immigration. 

These policies also undercut bipartisan immigration solutions."
1552,The refusal to continue building the border wall and changing Trump asylum policies requiring migrants to wait in Mexico for their court date are formulas for disaster and will create massive future runs on the border.
1553,"In a matter of weeks, President Joe Biden has rolled back a substantial part of the gains it took years for the Trump Administration to achieve in the fight to stop illegal immigration."
1554,"As the incoming @BudgetGOP Ranking Member will be speaking on the Senate floor about the Democrats’ budget resolution in just a few minutes.

WATCH: 
https://t.co/W2XDv8HYjn"
1555,I will support sanctions against Myanmar military leadership for these actions and would encourage the United Nations to act forcefully to ensure there is not further violence against religious minorities.
1556,"The military takeover of the Myanmar government is unquestionably a coup and should be treated as such by the United States and the United Nations. 

https://t.co/DuIR3PM3pS"
1557,"The Russian people yearn for a better life, and I will do everything I can to support their efforts."
1558,"Thousands of average, everyday Russians have taken to the streets in the bitter cold to protest Putin’s silencing of Mr. Navalny through the use of the courts system. 

It is apparent that Russian people are growing weary of Putin and his cronies."
1559,"The efforts of Putin and his cronies to silence his opponent Alexei Navalny is the beginning of Putin losing his stranglehold on Russia. 

https://t.co/zRuw9rNzDI"
1560,"ICYMI:
Spoke with @TGowdySC last night about the sentence for former FBI lawyer Kevin Clinesmith and upcoming Senate impeachment trial.

WATCH:
https://t.co/BjKomwr28d"
1561,"@RepLizCheney Liz knows that a strong America is a safe America.  She believes we must confront radical Islam and take the fight to them to ensure there are no more 9/11’s.  

In the eyes of many - Liz Cheney’s experience, leadership, and strength are invaluable to the Republican Party."
1562,"I believe @RepLizCheney is one of the strongest and most reliable conservative voices in the Republican Party.  

She is a fiscal and social conservative, and no one works harder to ensure that our military is well prepared."
1563,"Justice Barrett wasn’t given a free pass on a routine 4-day hearing during her Supreme Court confirmation, and Judge Garland shouldn’t get one either on his nomination for Attorney General.

Read my full response to Senator Durbin about @senjudiciary hearing for the AG nominee. https://t.co/b20CV3bTbn"
1564,"Speaking with @TGowdySC in just a few minutes on @FoxNews.

Tune in!"
1565,"⏰ 📺 📺 📺 ⏰

Will be speaking with @TGowdySC tonight on @FoxNews at 7:15 pm.  

We will discuss the latest news about the upcoming Senate impeachment trial and sentencing of former FBI lawyer Kevin Clinesmith in the #CrossfireHurricane investigation.

Tune in!"
1566,Major problems lie ahead if President Biden goes down this road.
1567,"Over 50,000 asylum seekers have been waiting in Mexico rather than in the United States where they often disappear while waiting in the one million person asylum case backlog  

If that policy changes then the magnet created by abuse of our asylum laws will be turned back on."
1568,If the Biden Administration ends the ‘Remain in Mexico’ policy for asylum seekers - and changes asylum reform measures - it will be a catastrophic combination leading to a run on our border and complicate efforts to pass immigration related legislation.
1569,"The House impeached President Trump without a witness.  

If we open the witness door in the Senate there will be lots of witnesses requested on a variety of topics.  And the trial will go for months, not days."
1570,"I cannot think of a better way to turn the upcoming impeachment trial into a complete circus than to call the QAnon Shaman as a witness on anything. 
  
https://t.co/0CJ1PfuvlA"
1571,"This sentence will only further erode the American people’s confidence in DOJ and FBI, after they took the law into their own hands."
1572,They clearly altered documents and withheld exculpatory information from the FISA Court to continue a false narrative against an American citizen: Carter Page.
1573,Lawyers in the chain of prosecution altering documents – to mislead the Court – is one of the most damning things that can be done to the Rule of Law.
1574,"This punishment trivializes what I believe to be a stunning breach of duty to the Court and to the American people. 

https://t.co/KukQ9XfWVE"
1575,"@JoeBiden It would take effort, but apparently very little effort is being shown by the Biden Administration when it comes to bipartisanship on COVID relief."
1576,@JoeBiden I’m certain the bipartisan group - who came up with the $908 billion COVID package last year - could work with the Biden Administration on a compromise in place of the $1.9 trillion package.
1577,"If reconciliation is chosen as the COVID legislative vehicle, it will make the Inaugural speech by President @JoeBiden ring very hollow.  

https://t.co/OegiWrzRc5"
1578,"RT @SenatorHagerty: As a father of four, I understand the value of life, and I believe strongly in protecting our most vulnerable. Research…"
1579,"A nationwide $15 an hour minimum wage will increase costs to business at the same time governments are mandating restrictions on their operations.  It is a recipe for disaster. 
 
Now is not the time to increase costs on business."
1580,"How long will the COVID economy last across the US?  Restricted travel. Restricted occupancy. Restrictions on general business activity.  

Businesses, particularly small business, are struggling under the COVID economy. They are doing all they can to keep their business afloat."
1581,"RT @nrlc: Pain-Capable Unborn Child Protection Act reintroduced in U.S. Senate -- ""We thank pro-life Senator Lindsey Graham for his ceasele…"
1582,"RT @SBAList: BREAKING: Senator @LindseyGrahamSC re-introduces Pain-Capable Unborn Child Protection Act:

""I don’t believe abortion, five mo…"
1583,There will be a major backlash throughout this country against radical liberals who despise our country and those historical figures who founded our nation and saved our union.
1584,"In my view, the liberal school board in San Francisco - who believes naming schools after Abraham Lincoln and George Washington is something to be embarrassed about – are Exhibit A in crazy cancel culture."
1585,"America, with all of its faults, has been and hopefully will always be the Best Hope for Mankind.  

In my view, the liberal school board in San Francisco - who believes naming schools after Abraham Lincoln and George Washington.....

https://t.co/ScFzFeoQZv"
1586,"The President of the United States was impeached in 50 hours without 1 witness being called and he didn’t have a lawyer.

We need to make sure this thing never goes anywhere ...because I don’t want to legitimize the impeachment process used in the House. 

https://t.co/djGveuAMXh"
1587,Speaking with @seanhannity tonight at 9:15 pm about the latest on the Senate impeachment trial.
1588,Joyce lived an incredible life dedicated to family and country. She will be missed. My prayers are with her family and many friends.
1589,"Very sad to hear of the passing of my dear friend and great Republican leader Joyce Hearn. Joyce became a Republican institution in Richland County and beyond. She was kind, smart, and was a great help to me and my team from day one."
1590,"I’ll try to achieve the 'impartiality' of @SenSchumer, @SpeakerPelosi and other leading Democrats when it comes to impeachment.  

I’m confident I’m as impartial regarding the impeachment trial as @CillizzaCNN is in covering the news and Republicans!

https://t.co/ejULC4XFfO"
1591,"@senrobportman I respect Rob’s decision and wish him and his family well.  

I cannot emphasize enough how consequential Rob Portman has been as a United States Senator."
1592,"Very, very sad to see that @senrobportman is not seeking reelection.  

Rob is one of the smartest, most sincere members of the Senate that I have ever known.  

This will be a major blow to the Senate as well as the Republican Party."
1593,Yes! https://t.co/7IaS8KzkCU
1594,The President was impeached in the House from start to finish in less than 60 hours without one witness being called and without a lawyer. This will not happen in the Senate. I believe post-presidential impeachments are blatantly unconstitutional.
1595,"Very disappointed that Speaker Pelosi continues the quest to impeach President Trump after he has left office. Senator McConnell’s proposal as to how to handle the trial is very sound, and I hope Democrats will reconsider."
1596,I’m confident he will do an outstanding job for our men and women in the military and President Biden.
1597,"Very proud to support General Lloyd Austin to be the next Secretary of Defense. I’ve known him for a very long time, served with him in Iraq, and believe he understands the needs of our troops and the threats we face."
1598,"Like many other Members of Congress, I will make sure we get to the bottom of how our National Guard soldiers were relegated to the parking garage. Those who made this decision need to be held accountable."
1599,Speaking with @seanhannity at 9:20 pm on @FoxNews about the upcoming Senate impeachment trial of former President Trump.
1600,"The media should not buy the false narrative from the Biden Administration that they are ‘starting from scratch’ on vaccine distribution.  

That’s a lie.  

Don’t believe me, listen to Dr. Fauci.  

https://t.co/w0igqj8Ixx"
1601,"It was my hope President Biden would call on Democratic leaders to stand down the 2nd impeachment of former President Trump, but apparently he is unwilling or unable to do so.

In light of that reality, the process being proposed by Senator McConnell should work for all involved."
1602,"As I have continuously stated, I believe this is an unconstitutional exercise of impeachment power, and this process will allow that argument to be made in a timely fashion."
1603,It will provide the former President’s lawyers and House managers with the appropriate amount of time to brief the Senate and prepare for trial.
1604,"I completely support the process laid out by Leader McConnell regarding the upcoming impeachment trial.  I hope my Democratic colleagues will agree.

The process being proposed is acceptable to the former President’s legal team and fair to the Senate, the House, and the nation. https://t.co/k3fYTyTx7a"
1605,"The Biden Administration is inheriting a secure border with historic cooperation with Mexico and the Triangle countries.  
 
Time will tell if they will crumble the solid foundations they inherited from the Trump Administration on a number of fronts."
1606,"The truth is the vaccine was produced in a historic timeframe, and while the distribution system can be improved, the vaccine itself remains key. 
 
The Biden Administration is inheriting a weakened Iran and historic alliances between Israel and Arab nations."
1607,"The Biden Administration is following the Obama playbook to the letter -- Blame Your Predecessor claim everything is in shambles and we will be lucky to move forward at all!
 
https://t.co/J2PTJfqTHT"
1608,"Speaking with @SandraSmithFox and @johnrobertsFox at 1:00 pm today on @foxnews.

Tune in!"
1609,"RT @dcexaminer: ""But he is in my view giving some legitimacy to this impeachment process that I think is wrong,"" @LindseyGrahamSC said of @…"
1610,"Speaking with @marthamaccallum and @BretBaier on @FoxNews at 3:00 pm. 

Tune in!"
1611,I'll be speaking with @CBSNews today about 1:30 pm about #Inauguration2021.
1612,"Headed out of my house this morning on my way to the U.S. Capitol for the swearing-in and saw these members of the #SCNationalGuard providing security.  

Thank you for your service to our nation!  

#Inauguration2021 https://t.co/34ScQp7CXU"
1613,"⏰📡⏰📡⏰📡

Speaking with @seanhannity tonight on Fox News at 9:20 pm about the Senate impeachment trial."
1614,"RT @seanhannity: TONIGHT @LindseyGrahamSC, @JudgeJeanine, @GovMikeHuckabee and more join “Hannity” at 9 PM ET!"
1615,"If the Biden Administration does not immediately send a clear and unmistakable signal that they support the tough polices implemented by President Trump, it will be just a matter of time before our border is overrun again."
1616,"Migrant caravans are already forming and on the way to the United States under the belief that American policy will soon change and they will be allowed to stay when they arrive.   

https://t.co/au2vxEK4kI"
1617,@henrymcmaster Thank you again Governor McMaster and all those playing an integral role in this effort to save lives.
1618,"@henrymcmaster I will continue to work closely with Governor McMaster to ensure the federal government provides our state with the necessary resources and vaccinations.   
 
I also appreciate the long hours and hard work of all the stakeholders in our effort to vaccinate South Carolinians."
