,text
697,"Speaking with @JudgeJeanine on Fox News in just a few minutes about my trip this week to the US - Mexico border.

Tune in!"
698,"@CBP Shockingly, the Brazilian government refuses to accept their own citizens back."
699,It’s also an abuse of the hard-working men and women of the @CBP as they are becoming a concierge service for middle and upper class Brazilians seeking to come to the United States.
700,"Unlike migrants who have traveled for weeks, the luggage and appearance of these Brazilians was as if they were simply checking into a hotel.  

This is a flagrant abuse of our immigration system."
701,"I saw first-hand dozens of Brazilians - well-dressed, with expensive luggage - who flew on tourist visas to Cancun and other destinations.  

From there, they take planes, buses, and cars up to the US-Mexico border to turn themselves in."
702,"One of the big takeaways from my recent trip to the Yuma sector of the US-Mexico border was the dramatic increase in the number of Brazilians coming to the United States.  

https://t.co/xPoBnRr0Ra"
703,"RT @thehill: .@LindseyGrahamSC at the southern border: ""The word is out - under Biden, you get here, you never leave."" https://t.co/h9oBlUK…"
704,RT @nypost: Sen. Lindsey Graham: Border chaos is 'another 9/11 in the making' https://t.co/UBBxQZgp1I https://t.co/qi3lYgvlIN
705,The word is out - Biden has brought back ‘Catch and Release’ - and the smugglers know it. https://t.co/vDYukIXL3f
706,"The word is out — If you get to America turn yourself in, claim asylum, you will never be forced to leave.

Until the Biden Administration changes that narrative we are going to be invaded and overrun. https://t.co/RbaxYZcrzR"
707,"Migrants coming to the US today are not trying to avoid detection — in fact they are turning themselves in.

Our asylum laws are being abused. It is what is leading to this surge at the border. https://t.co/faf4IoO68r"
708,"The men and women of the @CBP are heroes.

Unfortunately, the Border Patrol is being turned into the Border “Processing” Patrol. https://t.co/yHY4sNXoaV"
709,"Yuma, Arizona is the next Del Rio, Texas. https://t.co/WMhccqvNyH"
710,"All those who served under him admired his leadership, courage, and character. 

All of his friends and family have lost someone near and dear to their hearts. 

Well done, General. 

Rest In Peace."
711,"Extremely sad about the passing of General Ray Odierno. 

He was a brilliant military leader, a personal friend, and lived a life dedicated to duty, honor, and country. 

https://t.co/iKOgJ6DFco"
712,"Look forward to visiting Yuma, Arizona tomorrow to meet with the @CBP to discuss border security and the flow of migrants into the United States."
713,"Well said @LeaderMcConnell. 
Could not agree more.

Let’s just do it. https://t.co/8O4xtAGGnY"
714,"Senator @tedcruz and I will join @seanhannity in just a few minutes to discuss the debt ceiling.

LISTEN LIVE:
https://t.co/VbFiW01Tym"
715,RT @jason_donner: Lindsey Graham: “I don't like using reconciliation to fundamentally change America to a socialist spending agenda. So why…
716,"""This is a complete capitulation,"" Sen. Lindsey Graham, R-S.C., told reporters on Thursday. 

https://t.co/7HqlZ79Mrr"
717,"It would also set in motion a very unhealthy set of events.  

If Democrats are willing to change the rules of the Senate to avoid raising the debt ceiling through reconciliation they really don’t care and it is time for Republicans to push back."
718,"If Democrats want an expedited process to use reconciliation to raise the debt limit they can have it. 

However, if Republicans intend to give Democrats a pass on using reconciliation to raise the debt limit – now or in the future – that would be capitulation."
719,"RT @BudgetGOP: Statement from @LindseyGrahamSC, Ranking Republican on the Senate Budget Committee: https://t.co/VQqc6yCeL7"
720,"How many more terrorists with that mindset continue to roam Afghanistan today?  

We know the terrorists’ ultimate goal is to attack the American homeland.  

I fear the worst is still yet to come."
721,"The Taliban takeover of Afghanistan is lethal to Americans and our national security.  

The fact that the suicide bomber who killed 13 American service members was a terrorist released from prison by the Taliban shows the threats we continue to face. 

https://t.co/gmxD7wVaqC"
722,RT @polarisnatsec: John Kerry admits in interview with French TV that Joe Biden had no idea about the fallout with the French from the AUKU…
723,Must see… https://t.co/NxsuhdwVvV
724,"Congratulations to @FoxNews on their 25th anniversary. 
 
Fox News covers stories other won’t and brings a perspective that is severely lacking in the mainstream media. 
 
Great people and a great network. Here’s to the next 25, Fox News! 
 
https://t.co/nxOfxeQQzK"
725,RT @FoxNews: EXCLUSIVE: McConnell and Graham ask CBO for 'true cost' of Biden spending plan https://t.co/gSa9jYnyDn
726,"▶️ Inflation is one of the worst enemies of working Americans and those on fixed incomes.  
 
….and…
 
▶️ ALL the spending proposals the Democrats are discussing in reconciliation - beyond the bipartisan infrastructure bill - are like pouring gas on the raging inflation fire."
727,"RT @BudgetGOP: .@FoxBusiness Exclusive: Top Republicans demand to expose contents of Dems' spending plan

https://t.co/e7FYXUaKxl"
728,"While Democrats have pushed for a massive reconciliation package presented with an estimated $3.5 trillion price tag,  @LeaderMcConnell and Senator @LindseyGrahamSC say the true cost has not yet been figured, and want to see the real numbers presented.

https://t.co/47tjbQohLB"
729,"RT @newsmax: .@LindseyGrahamSC wrote a letter addressed to President Biden regarding his ""dereliction of duty"" at the southern border.

""I…"
730,"Today @MarshaBlackburn and I sent a letter to President Biden urging him to tell the massive migrant caravan approaching our southern border, “You must turn around”. https://t.co/MqLrJBTUAa"
731,"RT @ericbolling: Next … 
@newsmax https://t.co/tpXugOKL5r"
732,Speaking with @ericbolling on @newsmax at 4:18pm. Tune in!
733,"President Biden is fiddling while the border burns. 
 
Protect the border now!"
734,"Another day passes, another caravan on the way to the US grows larger, and President Biden remains silent.  
 
Thousands of people are marching toward the United States to illegally cross our southern border and President Biden seems to not care."
735,"The border is in complete chaos.  

Our Border Patrol officers are already under siege.  

This massive caravan will be a nightmare for all concerned.  

If President Biden does not personally send the message to ‘Turn Around’ it will be dereliction of duty at the highest level."
736,"President Biden needs to immediately send a clear and concise signal to the massive illegal immigrant caravan approaching the United States through Mexico – “You Must Turn Around.”  

https://t.co/a2xhREBSic"
737,"RT @newsmax: .@LindseyGrahamSC reacts to calls General Mark Milley had with China: ""I'm okay with what General Milley did.""

""The reason th…"
738,"RT @seanspicer: President Biden ""has set in motion another 9/11 - between an out of control border &amp; terrorism on the rise in Afghanistan a…"
739,"RT @seanspicer: .@LindseyGrahamSC on the strategic significance of Bagram airbase:

""It was an insurance policy against 9/11"" 

Live on #Sp…"
740,"I “agree” with Jen Psaki - We don’t have “open borders!”
 
Instead, we have Surrendered Borders.
 
We have surrendered our southern border to the drug cartels, human traffickers, coyotes….and unfortunately, I fear that in the future, the terrorists. 

https://t.co/gggU5K0dSf"
741,"I’m so sorry to hear that @SenFeinstein’s husband Richard is having health problems. I wish him a speedy recovery.
 
My thoughts and prayers are with Dianne and her family."
742,It is my hope that the more moderate members of the Democrat party will not give in to the radical liberals’ extortion.
743,"The Democrat party is now in the hands of the most radical liberals in modern American political history who have an insatiable appetite to grow the federal government, raise taxes, and weaken our ability to defend ourselves."
744,"It’s not surprising to hear that Senator Sanders – an avowed socialist – is holding the bipartisan infrastructure bill hostage to the $3.5 trillion monstrosity – a socialist dream of spending.
 
https://t.co/ytcCZu0kMI"
745,"Happy 1st birthday to Liberty McCain Domenech! I know this is a big occasion for mom, dad, and both sides of the family. Wishing a great first birthday to a beautiful little girl."
746,"To the Border Patrol:  WE HAVE YOUR BACK! 

@CBP #BorderPatrol 

Please watch and SHARE on Twitter if you agree! https://t.co/8cyLIxiB3G"
747,WATCH: https://t.co/GCEA0Cxv1K
748,"Speaking now at a roundtable discussion on infrastructure in the Lowcountry. 

WATCH: https://t.co/2j31LEuc4H"
749,To the men and women of the Border Patrol -- We Have Your Back! https://t.co/aDaJ39ClWI
750,"It is President Biden and his weak and pathetic team that will pay for the lawlessness at the border in 2022.

To the men and women of the Border Patrol: keep your chins up. America is with you."
751,"When President Biden says that Border Patrol agents will pay for doing their job, it is an affront to all those in uniform at the border and is the ultimate blame-shifting."
752,"What a pathetic statement by the President of the United States regarding our mounted Border Patrol agents trying to control lawlessness at our border.

https://t.co/MjpANM4BWc"
753,"Secretary Mayorkas needs to resign. 

He’s completely incompetent. 

The border is not closed. It’s been surrendered.

https://t.co/uPBkvBkYyE"
754,"@ChuckGrassley With Senate candidates like Chuck Grassley and a sharp focus by the party and its leaders on winning majorities in the House and Senate – 2022 will be a terrific year for Republicans.  
 
It’s time to look forward, not back."
755,"@ChuckGrassley Chuck is a ferocious advocate for the people of Iowa and the conservative cause.  

Equally important, he’s a senator with a strong independent streak who can also work across the aisle."
756,"Great news for the people of Iowa and the U.S. that Sen. @ChuckGrassley will seek reelection in 2022.
 
I have served with Chuck my entire time in the Senate.  He is one of the most hardworking, enthusiastic senators I have ever met with a wealth of experience and knowledge."
757,"This is yet another surrender of the border by the Biden Administration.  

It is only a matter of time until terrorists seize upon this debacle.

https://t.co/xkhJbFHZ0Q"
758,"➡️ In Case You Missed It ⬅️

I spoke with @marthamaccallum about the surrender of the border by the Biden Administration.  

It is only a matter of time until terrorists seize upon this debacle.

WATCH: 
https://t.co/Ho4Qtexu2D via @YouTube"
759,"This is yet another surrender of the border by the Biden Administration.  

It is only a matter of time until terrorists seize upon this debacle."
760,The coyotes and cartels will appreciate the Biden Administration removing Border Patrol agents on horseback from this section of the border as it was slowing down their smuggling business.
761,"God bless the men and women of our Border Patrol who are being asked to do the impossible.  

All the while they are being scapegoated and demagogued by the most incompetent Administration in modern American history. 
 
https://t.co/CjvW31fC5o"
762,"Speaking with @marthamaccallum in just a few minutes on @foxnews about the Biden immigration disaster at our southern border.

Tune in!"
763,"The cause of police reform will continue over time, and I appreciate all the effort of Senator Scott and others to try and find common ground."
764,"Senator Scott knows the difference between reforming the police and making their job more difficult.
 
I am disappointed we were unable to get there in a bipartisan way this time."
765,"I really appreciate @SenatorTimScott’s leadership in trying to find a way to enact common-sense police reform that empowers the police, makes policing more professional, and deals with some of the more flagrant abuses we’ve seen in the past. https://t.co/cqPNPYb9bg"
766,"The ONLY way to stop the flow of migrants is to change our asylum laws that are being ABUSED. 

It is past time for the Biden Administration to show some leadership."
767,If the Biden Administration called a ‘Time Out’ on asylum claims made in the United States – where people are released and never show up to their hearings – this flow would stop overnight.
768,"Every time I see the images coming from our southern border I get infuriated.

The human suffering.  

The national security threats.  

The out of control nature of this run on the border needs to stop!

https://t.co/wUWAIP6yEz"
769,"I hope the American people are watching and understand that funding for the Iron Dome missile defense system is essential to the survival of the State of Israel, America’s most reliable ally in a troubled and dangerous region.
 
Despicable."
770,The wacky Left – who views Israel as the bad guy and Hamas as the good – is firmly in control of both domestic and national security policy for the Democrats.
771,"The Democrat-controlled House’s refusal to support replenishing funding for Israel’s #IronDome missile defense system marks a new low in the U.S.-Israel relationship.
 
https://t.co/tf1K5voBAE"
772,"On multiple occasions I have called for Senate hearings about what is going on at our southern border.  

Unfortunately, we can’t get Senate Judiciary Committee Chairman Durbin to hold them."
773,"Like most Americans I am deeply troubled by the fact that we have thousands upon thousands of illegal migrants rushing our border (with an estimated 50,000 more en route), taxing the system, and making life hell on Earth for the Border Patrol agents."
774,"So sad the Biden Administration doesn’t have any empathy or understanding for the brave men and women of the Border Patrol who are dealing with the $@#!-show created by the Biden Administration’s incompetence and weakness.  
 
https://t.co/X2jFpDTwnV"
775,"@foxandfriends If you come from some other place, we send you back to Mexico, you sit in Mexico, make your application, you can’t come here until your hearing which is 3 or 4 years down the road.  

It would all stop overnight. 

Nobody’s going pay a bunch of money to sit in Mexico for 5 years."
776,"@foxandfriends Trump did that and it went to a 45 year low...

If you’re from the Triangle Countries, you have to apply there."
777,"On the Border Crisis from @foxandfriends:

Everybody’s coming to seek asylum.  

If you said you can’t apply for asylum in the United States – we no longer accept asylum claims inside the country – they'd all stop coming. 

WATCH:
https://t.co/PyGkazSOjd"
778,"He was a terrific mayor, and the city flourished during his tenure.
 
Larry had an incredibly well-lived life and will be missed by his many friends and dear family."
779,"Very sad to hear of the passing of former Easley mayor Larry Bagwell.
 
Larry was a great man who cared deeply about his community both on and off the field.
 
https://t.co/y2SEYkjUGY"
780,"▶️ ICYMI ◀️

Spoke with @foxandfriends this morning about the disaster at our southern border and how the situation in Afghanistan poses a direct threat to or own national security here in the United States.

WATCH:
https://t.co/VmJbYmgFZr"
781,"⏰ ⏰ ⏰

I’ll be joining @foxandfriends this morning at 8:00 AM to discuss the latest on the growing disaster at our southern border.  

Tune in!"
782,"The Parliamentarian’s guidance reinforces long held traditions of the Senate that major policy changes should be done collaboratively and not through the reconciliation process. 

This decision reinforces the fact that the Senate is truly different than the House."
783,It would be a terrible idea to provide legal status before we secure the border and reform the immigration process which is currently being abused.
784,"Having worked on several comprehensive immigration reform bills, I believe using the reconciliation process to provide legal status to illegal immigrants would be a disaster. 

It would have led to an increased run on the border – beyond the chaos we already have there today."
785,I’m very glad to hear that the Parliamentarian provided guidance to the Senate that granting legal status to illegal immigrants is not a proper use of the reconciliation process.
786,I am grateful for the partnership between our two nations and the sacrifices made by France in this global struggle against radical Islamic terrorism.
787,"Very much appreciate and applaud the successful efforts of our French allies in eliminating Adnan Abu Walid al-Sahrawi, an ISIS leader with American blood on his hands. 

The French have been steadfast allies in the war against radical Islamic terrorism.

https://t.co/SbFYAGwfOD"
788,"Speaking with @JordanSekulow on @ACLJ now about the latest on General Milley.   

LISTEN:
https://t.co/jEnWe7TliD"
789,How easy would it be for a terrorist to cross this broken border? We need to secure our border now. It is time for President Biden to bring order to the chaos at the border.
790,"In August 2021, there were 208,000 illegal border crossings – that is an increase of more than 300% from August 2020. 
 
So much for the Biden Administration’s belief we would see a downturn of illegal immigrant crossings due to the summer heat!"
791,"With all the chaos in the world being created by Biden’s irresponsible foreign policy, it would be easy to overlook the problems at our broken southern border.
 
I have not forgotten about the failing border policies put in place by President Biden.
 
https://t.co/P7oQgPhFzC"
792,"Joining Representative @michaelgwaltz on @FoxNews Primetime in just a few minutes to discuss the latest on General Milley and our calls for the Taliban to be designated as a Foreign Terrorist Organization.

Tune in!"
793,"This poses a tremendous problem for the United States.  As long as the Afghan Taliban is in control of Afghanistan, we will never be safe.
 
We need to delegitimize the Afghan Taliban and call them out for what they are: a foreign terrorist organization."
794,"The Afghan Taliban does not have the will to control al-Qaeda because they are sympathetic to their cause. And even if they had the will, they don’t have the capability to control al-Qaeda.  Al-Qaeda will have safe havens in perpetuity."
795,"Those who still question whether the Afghan Taliban has really changed their ways regarding women, worldview, and association with al-Qaeda:
 
Here they are rolling out the red carpet for an al-Qaeda leader returning to Afghanistan. https://t.co/YTENhp7X7w"
796,"Speaking with Rob @SchmittNYC at 10:10 pm on @newsmax.

WATCH:
https://t.co/bdjK0DCtHk"
797,"Highly recommend the @60Minutes piece last night on the heroism of the @FDNY. 

They did a fantastic job of telling the 9/11 story and the sacrifices these brave Americans made trying save the lives of others. 

Great story by @ScottPelley and crew.

https://t.co/KyUWXDAD6R"
798,"⏰

Speaking with @foxandfriends this morning at 8:40 AM about the latest on Afghanistan and opposition to the Democrats $3.5 trillion spending package.

Tune in!"
799,"There was a sense of not being prepared that was unnerving.  

I tried - from them to now - to never be that unprepared again.

https://t.co/rrk6hkz5P1"
800,"President Bush stepped up to the plate and delivered for our nation on one of the most traumatic days in American history.  

#911Anniversary"
801,"As we remember the 9/11 attacks on this, the 20th anniversary, I’m struck by the courage of so many in the face of danger and chaos. 

I am also reminded of the resolve of President George W. Bush and how he handled this horrific situation with calmness and determination."
802,"I remember how I felt the day we were attacked. 

https://t.co/rrk6hkQGGz"
803,"I have a heavy heart today.... 

https://t.co/rrk6hkz5P1"
804,Any country who provides them legitimacy is setting in motion a reign of terror for the people of Afghanistan and the spread of the terror threat throughout the world.
805,"I will oppose any and all efforts by the Biden Administration to legitimize the Afghan Taliban as the government of Afghanistan.
 
They are a terrorist organization."
806,"If you’re a radical Islamic sympathizer, this is the All-Star lineup.
 
If you believe in human decency, particularly for women, it is a nightmare."
807,"What could possibly go wrong with this cast of characters?
 
The leader of the Interior Ministry, Sirajuddin Haqqani, has a $10 million dollar bounty on his head offered by the U.S. government because he’s a terrorist."
808,"If you had any doubt of how ill-advised the Biden Administration decision to withdraw from Afghanistan was, ALL DOUBT should now be removed by the lineup of thugs and butchers who now form the interim government of Afghanistan.

https://t.co/DZ0hBIuImO"
809,RT @USEmbassyKyiv: .@LindseyGrahamSC @SenJohnBarrasso @SenSasse @SenTuberville and @RepTimmons reinforced U.S. support for Ukraine and the…
810,RT @FoxNews: Graham hammers Biden: He really believes Afghanistan exit was a success and it 'scares the hell out of me' https://t.co/qAkIOy…
811,"RT @seanhannity: EXTRAORDINARY SUCCESS?! President Biden tried to claim that the Afghanistan withdrawal was a “success,” while also blaming…"
812,"RT @FoxNews: 'We've entered into a new deadly chapter,' says Graham on Afghanistan war 
https://t.co/ZFbI59yBSr"
813,Speaking with @TGowdySC in just a few minutes on @FoxNews about the latest on #Afghanistan. https://t.co/DCDGIw0Zwm
814,RT @FaceTheNation: Sen. Lindsey Graham (R-SC) suggests President Biden should be impeached for handling of Afghanistan: “I think he’s been…
815,"RT @FaceTheNation: “The parade of horribles are about to unfold,” Sen. Lindsey Graham (R-SC) says of Afghanistan. “We're leaving thousands…"
816,"RT @FaceTheNation: Sen. Lindsey Graham (R-SC) criticizes Biden handling of Afghanistan: “Pres. Biden said he wanted to take this, Afghanist…"
817,RT @FaceTheNation: SUNDAY: Sen. Lindsey Graham (@LindseyGrahamSC) (R- South Carolina) joins us to discuss America's ongoing exit from Kabul…
818,Speaking with @JudgeJeanine on Fox News in just a few minutes.
819,"Like many members of the House &amp; Senate, I’ve been on the phone all day trying to get people out of Afghanistan.

The Taliban are playing games, slow-walking evacuations, &amp; clearly setting up a hostage situation post-August 31. 

The Biden Administration needs to up their game."
820,Joining @seanhannity shortly on @FoxNews — tune in.
821,"Any sustainable solution in Afghanistan must include Pakistan. 
 
We all must remember Pakistan is a nuclear-armed nation, and there is a Pakistan version of the Taliban who wishes topple the Pakistani government and military. 
 
Very complicated region and dangerous times."
822,"Just spoke with the Ambassador of Pakistan to the United States about the situation in Afghanistan. 
 
Very much appreciate the efforts of the Pakistani government to assist with the evacuation of U.S. citizens, our allies, and other nations."
823,"RT @michaelgwaltz: After speaking with Afghan VP Amrullah Saleh &amp; Reps of Ahmad Massoud, @LindseyGrahamSC &amp; I are calling on Pres. Biden to…"
824,"My condolences go to their families and my deep appreciation for the ultimate sacrifice they gave to their country in an honorable operation to rescue their fellow citizens trapped behind enemy lines.

May they Rest in Peace."
825,Very sad to hear that in our efforts to evacuate American citizens and Afghan allies we have lost 13 U.S. service members.
826,"The retaking of Bagram would put our military at risk, but I think those involved in the operation would gladly accept that risk because it would restore our honor as a nation and save lives."
827,"I urge the Biden Administration to reestablish our presence in Bagram as an alternative to the Kabul airport so that we do not leave our fellow citizens and thousands of Afghan allies behind.

It is not a capability problem, but a problem of will."
828,"We have the capability to reestablish our presence at Bagram to continue to evacuate American citizens and our Afghan allies.
 
The biggest mistake in this debacle is abandoning Bagram."
829,I have advocated for days that the Bagram Air Base should be reopened as the Kabul airport is very difficult to defend and has been the only evacuation outlet.
830,"This despicable terrorist attack against innocent civilians at the Kabul airport, which injured American Marines, is a reminder of the depravity the world faces from Afghanistan."
831,"My friend @HerschelWalker just announced his candidacy for the United States Senate in Georgia! 

Please join me in supporting his campaign from Day One! https://t.co/O29xmJpQLi"
832,"My thoughts today are with the McCain clan.  
 
RIP my friend."
833,"In many ways, I’m glad he’s not here to see the debacle in Afghanistan because it would have truly broken his heart.  
 
John was passionate about national security and driven by a sense of duty and honor that I believe represent the best of America."
834,"On this, the third anniversary of John McCain’s passing - and given the chaos in the world - it reminds me and many others how much we miss his counsel and wisdom."
835,"Unfortunately, when it comes to Afghanistan and other national security problems, the worst is yet to come."
836,"The fault lies with President Biden, who doesn’t have the critical thinking skills to make adjustments and has always been more political with foreign policy than conditions-based."
837,"In the Afghanistan withdrawal:

He put in motion the leaving behind of thousands of Afghans who fought by our side, American citizens, and billions of dollars worth of American military hardware."
838,"In the case of President Biden:

He consistently rejects sound military advice and substitutes his own judgement - which over the arc of time - has been a disaster."
839,"Speaking with Brian @Kilmeade on @foxnewsradio in just a few minutes about Afghanistan.

LISTEN LIVE:
https://t.co/sndVQIGRMh"
840,"RT @newsmax: Should President Joe Biden be impeached?

@LindseyGrahamSC: ""I think [President Biden] should be impeached."" https://t.co/P2Dv…"
841,"RT @newsmax: .@LindseyGrahamSC: ""I didn't think anybody could screw up the world like this.""

""If you think leaving Afghanistan ended the w…"
842,"President Biden has signed the Death Warrant for thousands of Afghans who helped us.  

He’s washing his hands of Afghanistan at our peril as a nation.  

https://t.co/IE6FL3vt2J"
843,Speaking with @seanhannity tonight at 9:15 pm on @FoxNews about the latest on Afghanistan.
844,RT @Taggartwyff: Sen. @LindseyGrahamSC speaking today at expansion of ER at Oconee Memorial Hospital. Thanks healthcare workers @wyffnews4…
845,"If you haven't been vaccinated for #COVID19 yet, please #GetVaccinated.

Speaking at @theprismahealth:

https://t.co/cIcTcNgIdq"
846,"@theprismahealth @foxcarolinanews Stream from @WSPA7:

WATCH:
https://t.co/cIcTcNgIdq"
847,"@theprismahealth Stream of @foxcarolinanews from Oconee Hospital:

https://t.co/i7hpO5QkLe"
848,"Participating in an event commemorating the expansion of the Emergency Department at @theprismahealth Oconee Memorial Hospital.

WATCH:
https://t.co/NrkAbkm93G"
849,"It’s imperative we extend the August 31 deadline.  

President Biden can’t give in to the Taliban’s ultimatum.  It would result in tens of thousands being left behind.  

Clearly the Taliban are slow-walking to create a hostage situation. https://t.co/6Yj2DVEBdc"
850,"Just remember when Joe Biden tells you this was well-executed, he’s the same man who said 48 hours ago there was no al-Qaeda in Afghanistan. 

The ultimate intelligence failure is Joe Biden himself."
851,An ROTC cadet would understand that the day you pull the plug on our military presence you made this evacuation into the disaster of all disasters.
852,"I could not believe what I heard President Biden say this afternoon. He said it would have been hard and painful to withdraw from Afghanistan whether we did it a month ago or a month from now. 

How about this idea: you should’ve taken the civilians out before the military left!"
853,"Speaking with @foxandfriends this morning at 9:20 AM.

Tune in."
854,Speaking with @JudgeJeanine in just a few minutes on Fox News. https://t.co/NafxMcyyZc
855,RT @JudgeJeanine: We have a great line up tonight! Be sure to tune into ‘Justice’ at 9 pm - you won’t want to miss it ‼️ https://t.co/tYjD8…
856,"President Biden is clearly disconnected from the reality on the ground in Afghanistan. 

The UN issued a report just a month or two ago saying that al-Qaeda was in fifteen provinces in Afghanistan 

After this debacle, they’re going to be everywhere.

https://t.co/IfCrrji0R5"
857,"The airlift to Doha is the primary way out, and there’s a limit to their capability. Must have alternatives soon."
858,"I really appreciate all the help by our Qatari allies regarding Afghanistan. 

I was informed today by the Defense Attaché that Doha is being overwhelmed by refugees and there are problems getting people through checkpoints at the airport with proper documents."
859,"Speaking with @marthamaccallum on @FoxNews in just a few minutes about President Biden’s Afghanistan address.

Tune in!"
860,"If we leave any Americans behind, or if we leave thousands of Afghans who fought bravely alongside us behind, President Joe Biden deserves to be impeached for a High Crime and Misdemeanor of Dereliction of Duty.

https://t.co/nGZrAHm2p5"
861,"If the French are willing to use military force to get their people out, if the British are willing to do it, we should join the effort. 

Why not a joint coalition of the willing effort to get everybody out who honorably served along our side?

https://t.co/nGZrAHm2p5"
862,"We urge the administration to extend the evacuation beyond their original target date of Aug. 31. President Biden must keep forces in place long enough to evacuate those to whom we owe a great debt.

https://t.co/gFupRj7myL"
863,"We must establish safe corridors not only in Kabul but throughout the country to move those who cannot make it to the capital. 

https://t.co/gFupRj7myL"
864,RT @WSJopinion: We cannot afford another disorderly race to the exit while we still have a chance to do right by those who risked their liv…
865,"If we leave any Americans behind, or if we leave thousands of Afghans who fought bravely alongside us behind, President Joe Biden deserves to be impeached for a High Crime and Misdemeanor of Dereliction of Duty."
866,"We are DUTY bound to get every American citizen out of Afghanistan.

We are HONOR bound to get those Afghans who bravely fought by our side out."
867,Speaking with @foxandfriends this morning at 8:30 AM this morning about the deteriorating situation in Afghanistan.
868,"Sending best wishes for a speedy recovery to my good friends and colleagues, @SenatorWicker,  @SenAngusKing, and @SenatorHick as they recover from COVID-19.
 
If you have not already done so please #GetVaccinated."
869,"Some of the best times I’ve ever had on a golf course were playing with Gary and President Trump. Gary constantly talked about his family and his admiration for his soulmate Vivienne.  
 
Vivienne Player fought the good fight — may she Rest In Peace."
870,"I know how devastating this is to Gary and the Player family, but we should all remember the blessing of having Vivienne in our lives."
871,"Very sorry and sad to hear of the passing of Vivienne Player, the lovely wife of Gary Player. 
 
https://t.co/45v32w9Iy8
 
Vivienne was the heart and soul of the Player family, providing loving care to all. She led an incredible life full of adventure and was beyond gracious."
872,"Speaking with @seanhannity on Fox News in just a few minutes about Afghanistan.

I cannot believe the Commander-in-Chief would address the nation today and NOT discuss Afghanistan."
873,President Biden and his team are derelict in their duty to protect American citizens and our Afghan allies who are at the mercy of the Taliban.
874,I cannot believe the Commander-in-Chief would address the nation today and NOT discuss Afghanistan.
875,"When it comes to evacuating American citizens and our Afghan allies who fought bravely by our side, there should not be a clock nor a question of capability.
 
We have the capability and there should be no time limit – the only question is, do we have the will?"
876,Just can’t believe I heard the Secretary of Defense say that we will get American citizens and our Afghan allies out of Afghanistan until the clock runs out or we run out of capability.
877,The best thing that can happen for Afghan women is if those in charge of this debacle at the State Department resign and be replaced by more competent individuals.
878,The audacity to talk about how much she cares for Afghan women – in light of the actions of the Biden Administration – is beyond shameless.
879,"The Biden Administration has abandoned Afghan women! 

The fate that awaits Afghan women, at the hands of the Taliban, is a direct result of the Biden Administration’s failure to adequately plan for an ill-conceived withdrawal."
880,"I can’t believe what I heard from the State Department briefing podium by Deputy Secretary of State Wendy Sherman.

She went through all of her efforts to improve the lives of Afghan women going back to 1997 and now believes that those words matter."
881,"📻 ICYMI 📻

Spoke with Brian @kilmeade earlier today about the dangerous situation in Afghanistan.

🔊:
https://t.co/vR98633rcg"
882,▶️  Does the Biden Administration have any plans to ensure their safe passage to Kabul?
883,"3 Questions for the Biden Administration:

▶️  What percentage of the Afghans who helped the US – and are eligible to leave the country – reside outside Kabul?  

▶️  How will these Afghans get to Kabul?"
884,"President Biden chose a dangerous and dishonorable path in Afghanistan and he has no one to blame for this debacle but himself.

https://t.co/o2ZSMbiT7D"
885,"Joining The Brian @Kilmeade Show in just a few minutes. 

LISTEN LIVE: https://t.co/9jagDNHiVj"
886,"President Biden was quick to blame others and never acknowledging the blame lies with him. 

The essence of his address was ‘The buck stops with me, but President Trump and others made me do it.’  

Not exactly Harry Truman."
887,The Biden speech was a pathetic attempt to shift blame and an unnerving analysis of the situation he – and he alone – created.
888,"Whether it was Iraq, Syria, Iran, Afghanistan, or our southern border, Joe Biden does not have the judgement to keep America safe and does not have the ability to understand the threats we face.  

It is a dangerous and lethal combination."
889,"By standing by his decision to withdraw, President Biden is standing by to allow the slaughter of thousands of Afghans who have faithfully stood by America’s side.  

He is standing by to allow the rise of al-Qaeda, in collaboration with the Taliban, to threaten America."
890,"President Biden chose a dangerous and dishonorable path in Afghanistan, and he has no one to blame for this debacle but himself."
891,My hope is the world will see the Taliban for who they are.  They are liars and thugs. https://t.co/O3YysPT3IK
892,WATCH: https://t.co/JzlXTqXQhv
893,"Speaking now on the situation unfolding in Afghanistan. 
 
WATCH: https://t.co/m1qqc8wQhO"
894,"Speaking with @FoxNews in just a few minutes about the situation in Afghanistan. 

Tune in!"
895,"▶️ ⏰ ⏰

Speaking with @SandraSmithFox today at 1:00 pm about the situation in Afghanistan.

Tune in!"
896,"It is only a matter of time until al-Qaeda reemerges in Afghanistan and presents a threat to the American homeland and western world.  

President Biden seems oblivious to the terrorist threats that will come from a Taliban-run Afghanistan."
897,It is only a matter of time until al-Qaeda reforms in Afghanistan and presents a threat to the American homeland and western world.
898,"The takeover of Afghanistan by the Taliban is a sad and dangerous event for U.S. national security interests and the world at large.  

Jihadists all over the world are celebrating this event."
899,"The military is doing the best they can given the bad hand they have been dealt.  

The people wearing the suits created this debacle - not the ones wearing the uniform."
900,"Our military leaders can only advise.  

It is up to the political leadership – the Commander-in-Chief and his team – to act.  

The decision to withdraw completely from Afghanistan was made AGAINST sound military advice."
901,Our military leaders understand the benefit of a residual force to protect Afghanistan from becoming a failed state and also to prevent the rise of al-Qaeda and ISIS.
