,text
663,"With today’s launch of @NASA's first #AllWomanSpacewalk, I’m thinking about the incredible women who worked with my dad on the early Apollo missions.

Today I’m cheering on @Astro_Christina, @Astro_Jessica and their entire team for inspiring girls to dream big! #EqualityCantWait https://t.co/MGNlkwMdRN"
664,Learn more and apply: https://t.co/9PgjIB07rj
665,"Right now, only 2% of venture funding goes to women-led startups, and that’s a barrier we have to dismantle. As @Microsoft’s @PeggyJ says: The status quo is costing us all.

That’s why Pivotal Ventures, @M12vc, and @MayfieldFund are excited to announce #FemaleFoundersComp. https://t.co/2tcRR2zqUX"
666,"Congratulations, Esther, Abhijit and Michael! Your work makes me hopeful about the progress we're making in the fight against global poverty. https://t.co/aliLQ3Eci8"
667,"Thank you for sharing your voice at #Goalkeepers19, @BlessingOmakwu! https://t.co/uHoKBbkiFC"
668,Why aren’t there more women in senior roles at work? The #WiW2019 report from @LeanInOrg &amp; @McKinsey finds that the biggest systemic barrier is the “broken rung”—the first step up to manager. Learn how we can fix this. #EqualityCantWait https://t.co/l3kj3kLg8y
669,The unprecedented energy and attention around gender equality makes this a moment when extraordinary progress is possible. Learn more in my conversation with @HarvardBiz's Ideacast podcast. https://t.co/vyPAU3ujjb
670,These young leaders from @riseupforgirls are using their voice to fight for change in their communities. Read what they have to say. #DayoftheGirl #RiseUpTogether https://t.co/v03SbBCqgk
671,"RT @vowforgirls: Every 3 seconds, a girl is married. Not if we have anything to do with it!

POST a photo of your ring finger + TAG #vowfor…"
672,"“It is time to start recognizing care as a real and invaluable part of our lives, by seeing it, supporting it, and solving for it. It’s time to do care like we care.” 👏 https://t.co/RrwVO4pQZC"
673,I love a good chart. Here are six from the World Economic Forum’s Global Gender Gap Report that tell an important story of the areas where we’re making progress on gender equality around the world—and where there’s more work still to do. https://t.co/qqHXB505cE
674,"A striking finding from a new poll @eqltycantwait conducted in partnership with @TIME:

An overwhelming majority of Americans believe gender inequality exists. But men don’t consider the problem to be as severe as women do.
#EqualityCantWait https://t.co/6aDGkjDh4b"
675,.@TIMESUPNOW isn't just driving the conversation forward on gender equality—they're helping to ensure the workplace becomes a place where everyone can thrive. I'm excited for @TinaTchen's leadership &amp; to see what the Impact Lab can do for all of us. https://t.co/hiWT1JcRp7
676,Stigma around periods can keep girls and women around the world from participating equally in school and work. @EmmaBarnett's #Period is an information-packed and hilarious book that aims to change the conversation about periods. https://t.co/QS0Sv6F4gT
677,This is encouraging: a new study has found women are slowly shifting to college majors that lead to higher-paying careers. https://t.co/PFSQgdONko
678,"The tech industry has changed the world. But how can we change tech to address the gender inequality that persists within the industry?
 
@rebeccak46 makes a compelling case for venture capital as a force for equality in tech. https://t.co/yCeI3x5cZz"
679,"When I talk to people around the country about gender equality, the question I hear most often is “What can I do to help?” 

My answer is always: You have a voice in shaping our society. 

Here are nine ideas for how to use it. #EqualityCantWait https://t.co/QT0nHhBzmR"
680,"RT @rebeccak46: This month, @HarvardBiz has a series on closing the gender gap starting w a great piece by @melindagates. I wrote some idea…"
681,Here’s why I believe we need to focus on expanding women’s power and influence in the United States. https://t.co/6xUzqQXAaL #EqualityCantWait https://t.co/F407sIGsNs
682,"I want to see more women making decisions, controlling resources, &amp; shaping policies. That’s why I’m committing $1B over the next 10 years to expanding women’s power &amp; influence in the U.S. #EqualityCantWait, &amp; no one in a position to act should either. https://t.co/Rh6SkRH0ma"
683,"RT @PanMacmillanSA: .@PanMacmillanSA and the @NelsonMandela Foundation are delighted to host @melindagates, in conversation with @RediTlhab…"
684,"The @USWNT has inspired the world—with their on-the-field performance and with their fight for gender equality. Thanks, @mPinoe, @TobinHeath, @ChristenPress and @meghankling for sharing this message with #Goalkeepers19! https://t.co/FTGyYNfCBU"
685,"I believe something fundamental has started to shift in the U.S. and around the world.

Women are sharing their stories, marching, walking out, running for office, and winning in record numbers.

But this window of opportunity won't last forever. Now is the moment to act. https://t.co/DKgWIvZvpb"
686,"When women’s and children’s health is a priority, lives change. I saw it when I visited Burkina Faso in 2018, and I am thrilled to solidify our partnership to improve health and nutrition for families. Thank you, President @rochkaborepf, for your leadership. https://t.co/JHqTdaaeDc"
687,Sometimes you’re in the mood for a beach read—but what about when you’re in the mood to tackle big challenges? Here is a collection of books from #Goalkeepers19 that will leave you feeling inspired and ready to take action. https://t.co/eaSWSIdAlK
688,"When I found out we’re still 208 years away from gender equality in the U.S., I quite simply couldn’t believe it. Here’s what we can do about it. https://t.co/ut8WlRSe7F"
689,We have an unprecedented opportunity to accelerate progress and bend the curve on women’s power and influence in the U.S. I wrote about how we can seize this moment for @HarvardBiz. #EqualityCantWait https://t.co/37Nt1IpmQ7 https://t.co/W2UpIoutt7
690,"#Goalkeepers19 brought together leaders &amp; champions in the global fight for a better, more equal world.
Thank you to everyone who participated—both in person and around the world. I'm proud and grateful to be working alongside you. https://t.co/JQlvGGQhWV"
691,"Bias can be hard to talk about—it's everywhere. 
Tune in for a conversation on the impact of bias—and how we can address it. I’ll be joined by @BlessingOmakwu, @doccrearperry, @MurithiLydia and Dr. Jennifer Eberhardt. https://t.co/EnvCIeJYz4"
692,#Goalkeepers2019 is beginning shortly. Watch live as @BillGates and I speak with PM @jacindaardern and PM @sanchezcastejon about their visions for future generations. https://t.co/sXYXXutmOY
693,@DrTedros @WHO @gatesfoundation @GHS It was a pleasure joining you. Thank you for your commitment to supporting #HealthForAll.
694,"It means we have to acknowledge that no country on Earth has achieved gender equality yet. And it means gender equality has to be a priority for heads of state around the world.

Gender equality is critical to the future of the planet. Equality can’t wait. #UNGA https://t.co/fMy96Vb5W2"
695,But we all have to commit to making it so. It means we have to commit real money to this agenda. It means we can’t just celebrate the usual champions—we’ve got to make room for other voices to get involved.
696,"That’s why the #GenerationEquality Forum—hosted by France, Mexico, &amp; @UN_Women and powered by civil society—is so critically important. It can be the organizing force of a powerful agenda for change. It can be a lightning rod capturing the energy around us.https://t.co/8X4sWayYFH https://t.co/GnHIDgv72q"
697,"Progress goes in fits and starts. We are at one of those starts, and it is our job to make sure that we don’t stop until we are finished. We can’t stop until the opportunities available to women and girls are equal to those available to men and boys in every way."
698,"Such a pleasure to join @JapanGov, @UN_PGA and @DrTedros at the first UN High-Level Meeting on universal health coverage. Everyone deserves access to primary health care—I’m thankful to see governments committed to it. #HealthForAll #HLMUHC https://t.co/ArYo3gkV96"
699,"There is no single thing that will eliminate inequality. But this year’s Goalkeepers report addresses a few ways we can start to create a better, more equal world. https://t.co/S6f7G0XpFj"
700,"When you start to understand global inequality at the local level, it changes how you think about interventions.
 
Read on to learn how new data is helping us see a clearer path to eliminating inequalities.
https://t.co/AgfRo0NE5N"
701,Go #InsideBillsBrain to learn how @BillGates and I met—and why I told him he wasn’t spontaneous enough for me. https://t.co/sdf3hIneyZ https://t.co/YrXSGE3xvF
702,"If we want to accelerate progress around the world, we need to address two of the key factors driving global inequality—gender and geography. Learn more in this year’s Goalkeepers report. https://t.co/pK14QCCOwf https://t.co/fPf47ODnIq"
703,"In the newest edition of Evoke, we feature the stories of people who are disrupting the status quo and replacing it with something new, bigger, and bolder. https://t.co/l8ffxpb1iS

Illustration by @eisenbergrobin. https://t.co/mrEJoNDAWy"
704,.@BradSmi and @CarolAnnBrowne wrote a book about technology in the modern world and how technology includes a magnitude of responsibility. Congratulations to you both! https://t.co/uqMd41SUjT
705,"“The collective power of our stories shows us—and our wider communities—that we’re far from alone.” @bentpieceofwire 👏👏

Excited to share #BeyondSelfCare, a powerful series from @itsYRmedia. https://t.co/aaQmG32B1C"
706,"A new report from @codeorg shows some encouraging trends, but it also shows we've got work to do to expand pathways into computer science for girls and students of color. https://t.co/E3uhSZUlkW"
707,"I will always be grateful to my teacher, Susan Bauer, for helping spark my interest in computer science. 

Far too many students don't have someone like Mrs. Bauer to help them see themselves in tech. https://t.co/3t0TgdrpSL"
708,"Research shows that when women run for office, people are more likely to question their qualifications, looks &amp; even underestimate their performance. This election season, let’s evaluate candidates on what matters: their ideas &amp; experience. #GetOutTheBias https://t.co/3o87wvKZQw"
709,"""While a mentor is someone who has knowledge and will share it with you, a sponsor is a person who has power and will use it for you."" Great piece from @HarvardBiz on the importance of sponsors at work. #EqualityCantWait https://t.co/CXpfUxY4Tg"
710,"This new @GirlsWhoCode survey demonstrates why companies need to re-examine the internship interview process—and make it as welcoming as possible. #EqualityCantWait
https://t.co/22SuPPt9jc"
711,"The U.S. ranks 51st out of 149 countries in gender parity. Here’s why, and here’s what we can do about it. #EqualityCantWait https://t.co/efGCpsv3l5"
712,We can’t let the world miss out on entire generations of women contributing meaningfully to computer science and the innovations they would have created. Let's fix this. #EqualityCantWait https://t.co/yrnmhff3BU
713,"If you need a dose of inspiration, I highly recommend this read: @tanejamainhoon, founder of @weareyuvaa, on five incredible changemakers who are using art, comedy and storytelling to explore gender equality. #EqualityCantWait https://t.co/l2lb68TO8y"
714,"Study hard, get ahead? Unfortunately, that doesn't hold true for everyone. Male college graduates still enter into higher-paying occupations than women—even when their majors are the same. 

One more reason #EqualityCantWait. https://t.co/KBUBkMzLoo https://t.co/xIsaEBkZ7f"
715,What a wonderful conversation with @alanalda. We covered a lot of ground—including how a memorable trip to Tanzania helped open my eyes to the consequences of unpaid work. https://t.co/NHuAXbpI2N
716,"@alanalda Thank you for the great conversation, @alanalda. Storytelling plays a huge part in making the world a better place and your platform enables us to listen and discuss."
717,"@momgerm I love this idea, @momgerm. It’s so important to create moments of grace for ourselves – they create connections and empathy in our lives. #BeKind21"
718,"I wrote about our friend Warren Buffett in The #MomentofLift because he's been the lift for so many—including Bill and me.

Warren, you are the mentor of a lifetime. I can never thank you enough. Happy birthday! https://t.co/1IQaRmy27z"
719,@TheEllenShow Thank you for inspiring so many and for sharing the call to action – #EqualityCantWait
720,"Each morning, more than 1.3 million Anganwadi workers across India go to work to shape the health and futures of millions of mothers and babies. Learn about the incredible work they do—and join me in saying thank you.

#ThankyouAnganwadiDidi @PoshanAbhiyaan https://t.co/dsFQFndtFf"
721,"Find out more at https://t.co/KBUBkMRmfW.

#EqualityCantWait https://t.co/XvL9fVQczO"
722,"Recognize bias in your own household or workplace.    

To learn more about how to recognize and combat gender bias in the workplace, check out @leaninorg’s 50 Ways to Fight Bias training: https://t.co/0XDus7SSAP https://t.co/ZgMkMB9Zmc"
723,Give back to organizations working to make the world a more equitable place. Get suggestions at https://t.co/ZHbrD4Y0Zv https://t.co/evdQlSrXQl
724,"Volunteer your time to create change from the ground up.   

Advocate for paid family and medical leave, support organizations fighting maternal mortality or volunteer for political candidates you believe in. Every effort makes a difference! https://t.co/rWd9QRaJdj"
725,"Start a conversation with your friends, coworkers and loved ones. 

Ask them: how do you divide your household responsibilities? What can companies do to address biases and give women an equal chance to advance? Gender equality can start with a conversation. https://t.co/EkjJ9oqdAj"
726,"The World Economic Forum predicts that true gender equality in the U.S. is still 208 years away. 

Help us shorten the timeline by taking one of these actions today.👇 https://t.co/ETgSH9IgDK"
727,"Women represent just 26% of the tech workforce in the U.S. You can help change this by supporting groups that are creating pathways into tech for women and girls, like @BlackGirlsCode, @Code2040, and @ai4allorg. #EqualityCantWait"
728,"Some will tell you that the 19th Amendment gave women the right to vote. The truth is that it only gave some women—namely, white women—that right. On #WomensEqualityDay, let’s recommit to a vision of equality that includes ALL women. #EqualityCantWait https://t.co/63CdFQyOHH"
729,"Women in the U.S. have been fighting for equality for a long time. Today, on #WomensEqualityDay, tell me why you think #EqualityCantWait. https://t.co/xsvKeRLjPT"
730,"""The Council urges the leaders of the G7 to be as courageous as women and girls are every day.""

Bravo.

These important recommendations from the @G7 Gender Equality Advisory Council will help countries forge better and more equal laws around the world. https://t.co/jfh3z12J84"
731,"This important series shines a light on a crisis in the U.S.: the rate of maternal mortality among black women. Read on to learn more about what's causing it, and what we can do to address it. #EqualityCantWait https://t.co/u0r5CjBxni"
732,"Thank you @JustinTrudeau, @MaryamMonsef, and the people of Canada for your commitment to women and girls. Your @GlobalFund contribution will save lives by improving access to health care and preventing HIV, TB and malaria infections. https://t.co/ygXE3f05qt"
733,“We need women in STEM. We need female characters on TV. We need diversity of people and of thought in all of our occupations.” Hear hear! 👏 #EqualityCantWait https://t.co/p76REBjrlJ
734,Today is #BlackWomensEqualPayDay—a date that symbolizes how far into 2019 black women have to work to earn what white men earned last year. This @TIMESUPNOW thread outlines some of the steps we can take to close this outrageous gap. #EqualityCantWait https://t.co/hSRdLoEbrM
735,"@natasharothwell You can help by supporting groups that are working to cut the rate of maternal mortality in the U.S., especially for women of color, like @BirthEquity, @everymomcounts, and @HealthConnctOne. https://t.co/s5O2o5740w https://t.co/Z48oDvtyw6"
736,"Want to know how you can help? Start by supporting organizations that advocate for paid leave legislation at the state and federal levels, like @MomsRising, @NPWF  and @PaidLeaveUS. #EqualityCantWait https://t.co/psvuSC4ZR8"
737,"I’m excited to see the U.S. making progress on #paidleave, one state at a time. With this new law, Oregon joins seven states and D.C. in ensuring that people don't have to choose between a paycheck and caring for a loved one. Let's keep this momentum going! #EqualityCantWait https://t.co/5oxHPmKSud"
738,.@alexisohanian shares why every dad should feel empowered to take paternity leave—and what we can do to address the stigma around it. https://t.co/vAi2eeCW4O
739,"In this excerpt from The #MomentofLift, I explore why it's so important we start recognizing and redistributing caregiving responsibilities. #EqualityCantWait https://t.co/vJuUagmK5N"
740,"To care is human—and caring for children or aging parents should be an expression of love. It can offer us some of the most meaningful moments of our lives. But if it’s assumed that women will do all these tasks, then caring that should be joyful can become a burden."
741,".@wkamaubell, @BillGates &amp; I believe in the power of a great teacher to change a child's life. That's why we've teamed up with @DonorsChoose to help get teachers the resources they need. Donate today &amp; the @gatesfoundation will boost your donation by 50%. https://t.co/GOHRQHe28G https://t.co/b6rPn6a54G"
742,"As I write in my book, The #MomentofLift, everything changed when I started sitting down with women and hearing about the barriers that stood in their way. The women I met called me to action—and they helped me understand why #EqualityCantWait. https://t.co/YnQAeuBND4 https://t.co/refsChXvDr"
743,RT @shondarhimes: This. https://t.co/JWUjQyF8QH
744,"It is no secret that we are a family that loves books. It's our favorite way to learn and spend quality time with each other (Bill and I still love to read the same book on trips).

Happy #BookLoversDay to everyone who believes in the power of stories to change the world! https://t.co/wYVhXv4aFb"
745,".@serenawilliams nearly died while giving birth. Now she’s investing in @getmahmee, a startup working to address the factors that make black women 3x more likely to die from pregnancy-related complications. Inspiring &amp; important work. #EqualityCantWait https://t.co/hUd52jEa2V"
746,"@RobinRoberts Thank you for sharing our call to action. #EqualityCantWait, and we can't wait to act either."
747,"You’re absolutely right—when you lift up women, you lift up humanity. Thank you for joining us, @alexisohanian. #EqualityCantWait https://t.co/LQPN6rIEAy"
748,"RT @cornell_tech: #WiTNY, a partnership between Cornell Tech and @CUNY, believes #EqualityCantWait because women must be equal partners in…"
749,@margaretcho Thank you for sharing your voice to help break down barriers for women everywhere. #EqualityCantWait
750,@ReeseW @ReeseW Thank you for supporting #EqualityCantWait and for the work you do to inspire and empower women everywhere.
751,RT @ReeseW: 208 years?! Let’s shorten this timeline #EqualityCantWait https://t.co/PR3VA5mkQ0
752,"The bad news? We’re still 208 years away from gender equality in the U.S.
 
The good news? We can make that number go down if we all act together.
 
Get involved: https://t.co/DctUzcOsAK #EqualityCantWait"
753,@johnlegend @johnlegend You’re absolutely right—the time to act is now. Thank you for standing up for gender equality. #EqualityCantWait
754,@nlyonne @nlyonne This campaign would not have been possible without you. Thank you for sharing your time and talent in support of #EqualityCantWait!
755,RT @johnlegend: The bad news? It’s going to take 208 years to achieve gender equality in the U.S. The good news? We can change this. If we…
756,"Thank you, @MichelleObama, for making the case for equality in so many places and so many ways. #EqualityCantWait https://t.co/D6jd6f8Des"
757,"Thank you, @TIMESUPNOW, for insisting that #EqualityCantWait and for all of the incredible work you do to stand up for women everywhere. https://t.co/066ZBqOKPC"
758,"Toni Morrison was a national treasure who used her powerful pen to confront our country’s deepest, most difficult truths in writing brimming with wisdom, empathy, and moral clarity. https://t.co/9s1vH8h89j"
759,"@wef We are at a critical moment in the struggle for gender equality. Now, more than ever, we have the knowledge, the energy, and the moral insight to crack the patterns of history. #EqualityCantWait 

https://t.co/p7wOML15k8"
760,RT @TIMESUPNOW: @USWNTPlayers .@TIMESUPNow was founded because we refused to wait a day longer to end gender inequality — and the @USWNTPla…
761,Every woman deserves to get paid fairly—period. It’s time to close the pay gap and break down the barriers that prevent women from having equal opportunities at work. #EqualityCantWait https://t.co/XnsyCJVhnN
762,"I loved chatting with @JennaBushHager about one of my favorite things—books! We talked about the books that changed my life, the one that always makes Bill and me cry, and of course The #MomentofLift.
https://t.co/SGdFMl36OU"
763,"Once Alive &amp; Thrive educated them on the nutritious value of breastmilk, the custom of giving babies water has started to disappear—and babies are noticeably healthier. 

So thankful for the work they are doing all over the globe. Who is your #breastfeedinghero?"
764,"I saw Alive &amp; Thrive’s work last year, when I met with a group of mothers in Burkina Faso. They told me that they didn’t know about the health benefits of breastmilk and had been giving their babies water instead, thinking it would better hydrate them. https://t.co/aOg4y7tmP8"
765,"For #WorldBreastfeedingWeek, I am nominating my friends at @aliveandthrive as my #breastfeedinghero for their work educating women about breastfeeding and the nutritional benefits of breastmilk. https://t.co/qivsXiTvHG"
766,Each and every one of us will be or rely on a caregiver at some point in our lives. It's why we need to recognize their important role in society and work toward a solution that supports them better. https://t.co/DEgi5b22qQ
767,"I love this Evoke conversation with @CCriadoPerez about her new book, Invisible Women, which illustrates the alarming real-life consequences of a world designed for men. Read on—I guarantee you'll find something that will surprise you. https://t.co/hB2uRkzHsA"
768,"As it turns out, words make up just 7 percent of our emotional communication. @Kaliouby is hoping to change the way artificial intelligence technology understands our emotions—and the many non-verbal ways that we communicate them.

Prepare to be inspired. https://t.co/9ojhQnzhK3 https://t.co/lGZd95Cjv1"
769,"Women and people of color must be a part of building #AI, otherwise it will continue to reflect the human biases it was meant to eliminate. As @Microsoft’s @PeggyJ put it, “The best way to turn anything around is to shine a light on it.” https://t.co/Ftf7iLdpfR"
770,Meet Poppy Northcutt: the first woman in Mission Control at @NASA. She refused to be small and insisted on being seen. Be sure to tell a young woman in your life about her—she just might go on to follow in her footsteps as a result. https://t.co/ITiXlamOXq
771,"Fifty years ago today, hundreds of millions of people around the world watched as an incredible team of Americans made history. Today, I'm reflecting on that moment—and dreaming of the day we'll put a woman on the moon.

#apollo50 https://t.co/XEF3CvMJz2"
772,London! Thanks for joining me to talk about The #MomentofLift —and thank you @hannahmacin for the great conversation. https://t.co/bxA53e5JSF
773,"Even in 2003, there was still stigma around AIDS. Without hesitation, Mandela put his arm around Eileen and embraced her. This is just one example of his incredible leadership and humanity. I am grateful to celebrate his legacy today and every day. #MandelaDay"
774,"When Bill, Nelson Mandela, Graça Machel, and I visited the University of Witwatersrand in 2003, we took the stage with two women, Fatima, who was HIV positive, and Eileen, who was in the late stages of AIDS. https://t.co/ApNDVFFRRp"
775,"Thank you President @EmmanuelMacron, @BrunoLeMaire, and the UK @hmtreasury for your leadership to help expand access to banking services to those that need it most. Your commitment will improve the lives of women everywhere. #G7 https://t.co/a4ecwgjRwd"
776,"I look forward to sharing this recommendation with the #G7 today. With their support, we can create a more equal, more prosperous, and more secure world for those that need it most. https://t.co/Z9FFSI0CAE"
777,"This is one of the most practical ways to help the world’s poorest people, strengthen their economies, and fight the inequalities holding their countries back."
778,"But when they can access mobile money accounts and other digital financial services, they can radically reduce the costs and risks of being excluded from a solely cash-based economy. https://t.co/n0IrmgnNAq"
779,"One of the most striking things our foundation has learned in the last 20 years is that it’s expensive to live in poverty. Because they depend on cash, the poorest people face constant risks and limitations."
780,I'm in London today to share the incredible stories of the women who inspired me to write The #MomentofLift! https://t.co/FjWBY7kH0Y https://t.co/iIXcGHBTQB
781,"I’m excited to attend the #G7 Finance Ministers meeting to talk about the importance of lifting up women &amp; girls around the globe. If you’re wondering, “What in the world is the G7?”, I highly recommend this fun video from @ONECampaign CEO Gayle Smith. https://t.co/EywwvUbIHx"
782,"I’m in NYC to chat with @JennaBushHager and @SavannahGuthrie about my book, The #MomentofLift. Tune in to the @TODAYshow this morning!"
783,This innovative device is bringing life-saving medical imaging to remote communities. https://t.co/u6UOxv7ypa
784,"The lack of affordable child care, elder care, and sick care in this country is a crisis. This great piece by @aijenpoo and @benveghte discusses innovative solutions to help tackle it. https://t.co/lS3dHLItEw?"
785,"Here’s to you, @Malala! I hope your day is filled with joy and inspiration. Thank you for your unwavering commitment to helping women and girls around the world. #MalalaDay https://t.co/SliBUYAjoB"
786,LucyBot is a chatbot that's providing young Kenyans with accurate and instant information about sexual and reproductive health. Meet the young entrepreneur behind it. https://t.co/1YzdGRgP0K
787,"In advance of the #G7 Finance Ministers meeting, I’m asking women around the world to share their perspectives: what are the biggest barriers you face to financial opportunity? 

I look forward to reading your responses and bringing your ideas to the meeting."
788,This is the greatest anti-poverty tool in the world. https://t.co/ycXK2yjosZ
789,"Good luck today, @USWNT! Win or lose, you’ve inspired a generation of young girls to fight for what they deserve and to continue to dream big. #USWNT"
790,"Throwback to a #4thofJuly from many years ago! Hope your Fourth is filled with family, friends, and relaxation. #TBT https://t.co/2uRffxWe3k"
791,"I was honored to be the first guest for @JenHatmaker's new series, “For the Love of Powerhouse Women.” We talked about my experience growing up in Dallas, making my way to Microsoft, and of course all things #MomentofLift. Take a listen. https://t.co/rnYOWmVux1"
792,What do you do when an old system isn’t working for your customers? You build a new system. That’s what @talamobile &amp; @shivsiroya are doing for financial services. https://t.co/AxxZ81UVJt
793,"Whether it’s running for office, starting an organization, or becoming a champion bodybuilder, I hope reading these incredible women's stories inspire you to pursue your dream at any age. https://t.co/dYKo42bc1H"
794,"ICYMI: I loved watching these two pick up a shift at Dairy Queen. (Knowing them, I'm sure many burgers and Blizzards were consumed!) https://t.co/Cix3Cj8FYr"
795,"“The data is clearly telling us that to achieve gender equality, we must support men as caregivers—in workplaces, through public policies like paid leave, and in society overall.” Read this excellent piece by @JoshLevs! https://t.co/E8a0XIhLYn"
796,"This policy—which this administration has significantly expanded—is devastating to women’s health, and this data should serve as a wakeup call to anyone who cares about women and families around the world."
797,This is staggering. A new study from @TheLancet shows that the Mexico City Policy resulted in a 40% increase in abortions and a 12% decrease in contraceptive use. https://t.co/wX6sIug30J
798,"In honor of today's match, I'm throwing it back to my own soccer days (and Farrah Fawcett hair). Good luck, @USWNT! #FlashbackFriday https://t.co/9jhC06JFYQ"
799,"""When a father begins a journey into feminism, believing in the worth of his daughters, he can change his whole family’s future."" 

What a beautiful piece from @ZiauddinY. https://t.co/I5PUzfsiHe"
800,"The joys of motherhood are well documented. The messy realities of being a mom—less so.

When we tell our stories without fear or filter, a more honest picture of motherhood emerges—and things start to change. https://t.co/APFIovFMG9"
801,Connecticut just joined six other states and D.C. in guaranteeing employees paid time off to care for their health and their families. I’m excited to see the momentum around #paidleave—let’s keep it going! https://t.co/ahHjuhXgNp
802,"As the 2020 election approaches, it's time to get real about the fact that women candidates face obstacles that men often don't. Let’s #GetOutTheBias this election season—that starts with checking our own biases and calling it out when we see it. https://t.co/mR0aBCcMPQ https://t.co/1lfVbLPEmy"
803,".@business' David Rubenstein and I talked about raising kids, the moment Bill and I learned Warren Buffett was donating the bulk of his fortune to the foundation, and more. https://t.co/yL2CIIgb99"
804,"The gender gaps in our country are real, and they aren’t going away on their own. If we want to see them close in our lifetimes, we will need to come together to insist that #equalitycantwait. https://t.co/kCiA4cFk7r https://t.co/G0Vobwgill"
805,"Flashback to one of my favorite selfies: #Goalkeepers2018 with Ed Sheeran, Dysmus Kisilu, @AmikaGeorge of #FreePeriods, @BillGates and @NadiaMuradBasee #NationalSelfieDay #FBF https://t.co/Lq1bcPjNK3"
806,"According to new @wef data, at the current rate of change, it will take 208 years to reach true equality between men and women in the U.S.
 
But this doesn't have to be our destiny. Here are some ideas for how we can accelerate progress. #equalitycantwait https://t.co/Wp1VdWNd60"
807,"The @nytimes surveyed more than 100 women World Cup players from 17 countries about what they earn, how they live, and how they got where they are today. Check out this beautiful piece, complete with photos taken by the players. https://t.co/B1vDceCpRn"
808,"If you want to change the world, it helps to be fearless. And if you need a dose of courage, look no further than this collection of stories, evidence, and optimism from @jeancase. https://t.co/zv9NJdpcX2"
809,"RT @WEFBookClub: Our May author @melindagates has replied to one of the #wefbookclub questions: ""When are you the most happy?"" 🎥📖. Watch to…"
810,"Impatient about the lack of #paidleave, @KatieBethell asked herself, “What would it take to win paid family medical leave in the U.S.?” Then she wrote a plan. That plan became @PaidLeaveUS, a national campaign to establish a federal policy by 2022. https://t.co/aXEjAAnEiy"
811,"My dad nurtured my interest in science and technology, encouraged me to learn to code, and always empowered me to dream bigger. 

Dad, today and every day, I have so much to thank you for. Happy #FathersDay. I love you.

https://t.co/K7gGAfGjPs"
812,"As an engineer who worked on the Apollo missions, my dad made a point of hiring women because he believed the best teams were the ones with women mathematicians on them. He was the first person I ever heard talk about the importance of diversity in tech, and that stuck with me."
813,"Every time we raise our voices to commit to lifting up women and girls, we all become stronger. Here's how you've committed to the lift so far. I couldn’t be more inspired. https://t.co/iP0WcNFw9e #MomentofLift"
814,".@WRAglobal asked more than 1 million women what they want most for maternal and reproductive healthcare. What did they tell us?

💵 Free or affordable care
💊 Medicine and supplies
🏥 Qualified health professionals, including midwives

It's time to listen and act."
815,"“The era of simply making pledges and counting numbers must be left behind.” Amen. 

New on Evoke, Angela Nguku of @WRA_K shares why we must do more to end the cycle of maternal deaths. https://t.co/CW1rwMfSM2"
816,"What ultimately changes societies is a group coming together and saying, “We want something different.” That’s one thing I hope you take away from my conversation with the incredible artist and philanthropist @johnlegend. https://t.co/gbRXPBUjPI"
817,We can ensure the next wave of digital tech removes barriers to equality instead of further entrenching them–but we've got to work together. It was an honor to help kickstart this important conversation alongside Jack Ma and @antonioguterres. https://t.co/XwuGCHcmeY
818,"I'm in New York to talk about the future of digital cooperation with Jack Ma of the @AlibabaGroup and @antonioguterres.

Technology has a crucial role to play in tackling inequality, but only if it can be used by—and benefits—everyone. Tune in: https://t.co/RgkZ0yIO5P https://t.co/m6898DpRFI"
819,What kind of technology excites me most? The kind that saves lives. Read on to see how countries like Uganda have used technology for #PositiveDisruption in their health and education systems. #PathwaysCommission https://t.co/gnZATFCvJj https://t.co/cfcUSETj9f
820,"I sat down with @goodreads to discuss the most instrumental books in my life, my everyday frustrations, and how I practice being a vulnerable leader. Enjoy! https://t.co/Hs8gALaWUR"
821,"This #BestFriendsDay, I'm celebrating my lifelong friends for keeping me grounded and accountable. Thanks, ladies—I'd never do anything I couldn’t show up and talk to you about on our Monday morning walks. 😊 https://t.co/uYkzs3SQXX"
822,We can’t transform health for the world’s women &amp; girls until we get serious about shifting gender norms. Thanks to HE Reem Al Hashimy for co-funding this series that helps us see how our health systems are constrained by gender–and how we can change this. https://t.co/xOgxA7qc5q
823,"What an amazing week at #WD2019. I was inspired by the passion, purpose and optimism I saw of those in attendance working to improve the world for women &amp; girls. I'm standing alongside you—and together, we're going to deliver for the world’s women &amp; girls. Equality can’t wait. https://t.co/iatr5mlY3w"
824,"When you lift up women, you lift up humanity. What an exciting moment for India. #IndianElections2019 #EqualityCantWait https://t.co/XShgWk3iby"
825,"I can’t wait to live in a world where these headlines are real. 

The #Gender7 has spoken, and now it’s time for @G7 leaders to take action. I pledge to hold them to progress not just promises at the #G7France in just a few weeks. https://t.co/m3YKoSqGO8"
826,"It was an honor to meet President @SahleWorkZewde, the first female President of Ethiopia and an unflinching champion of gender equality. https://t.co/H5eSdxZchg"
827,"If we want to use digital technology to close gender gaps, women MUST be part of building and designing it. What a phenomenal conversation with @shivsiroya, @RoyaMahboob and @drjspitz . And thanks to @nick_oketch for showing us how it can be done. #WD2019 https://t.co/jZ9Gxpfs7a"
