,text
1596,The first step toward any national paid leave policy is agreeing that we need one. https://t.co/7S4MEPmUjB
1597,"“For more girls to be competitive in the technology-laden workforce of the future, they need role models.” #STEM https://t.co/43dIUiERch"
1598,Women’s groups are a powerful force for change. An investment in them is an investment in a better future for us all https://t.co/a1dtJJnqf3
1599,@KGeorgieva @gatesfoundation I was thrilled to host you! Thank you for your incredible leadership.
1600,"For decades, my friend Mary has been a steady force in my life and a source of love and laughs. Happy #NationalBestFriendsDay! #TBT https://t.co/C4hb6eSUzm"
1601,Amazing young women are launching their careers in #computerscience—and my hopes for them couldn’t be higher. https://t.co/ayyn1sOAqc https://t.co/JrGBEOlMHU
1602,"When I was learning to code back in the 80s, women like Jean were my heroes. We’ve lost an extraordinary innovator. https://t.co/LylCK9sCeZ"
1603,"If you want to get excited about the future, read this @Wired piece. https://t.co/ykdjVAdVez"
1604,".@EdYong209 surfaces a fascinating idea: for women in #STEM, mentors are like vaccines against bias https://t.co/H7qijd0XPp"
1605,"@waltmossberg @Recode @voxmediainc Thanks for the great conversations, @waltmossberg—and congrats on a well-deserved retirement. Bill and I will miss your thoughtful columns!"
1606,I agree with @BillGates about Hillbilly Elegy—it’s both an important read and a great one. https://t.co/yef40DR5BI
1607,"We know #PovertyIsSexist. Mentorship for young women can break this vicious cycle.
https://t.co/J3F127fmJe"
1608,"RT @MalalaFund: Kaya, a senior in college, made an app to help young people find books where they see themselves reflected https://t.co/Yfp…"
1609,Fighting myths about menstruation requires work from everyone—and I’m inspired to see these men making change. https://t.co/gZlxP3EMUM
1610,Great to see superheroes break the silence around taboo issues—and teach girls to tap into their own superpowers. https://t.co/2rdInHBHKb
1611,"Because this woman chased her dream of being a space gynecologist, more women will be able to achieve theirs. 
https://t.co/PNiEF2AGzY"
1612,A great read—and a powerful reminder that contraceptives are one of the best tools we have to drive economic growth. https://t.co/2BhUrteeJM
1613,#NancyGraceRoman lit the way for women in #STEM and encourages us all to reach for the stars. https://t.co/pTFgineCtF
1614,“Purpose is what creates true happiness.” Wise words from the newly minted Dr. Mark Zuckerberg. https://t.co/2rOaHwKGsh
1615,"RT @ONEDeutschland: We just met @melindagates at #dekt17 to talk about our motivation, her experiences &amp; our campaign #povertyissexist  #ON…"
1616,Thrilled to be in Germany—the second-largest donor of foreign aid—discussing how we can help more people meet their full potential. #dekt17 https://t.co/kRCzJt1cub
1617,"RT @gatesfoundation: Get ready to put your #NosesOn. We're matching every dollar donated on @RedNoseDayUSA's Facebook, up to $1 Million! ht…"
1618,The President's proposal to eliminate funding for international family planning would harm families around the world https://t.co/QXPCmg4tsN https://t.co/n2xnqp0jJp
1619,This is how progress begins: with women deciding to ignore gender norms &amp; pursue the futures that are right for them https://t.co/RJvxluap2t
1620,"Get comfortable being uncomfortable. The reward is a fuller, more interesting life. https://t.co/Yr70hVL7eL"
1621,"Investing in foreign aid keeps America healthy, safe, and prosperous. https://t.co/3piZjvwQQm"
1622,RT @carolynrodz: How VCs talk about male vs. female entrepreneurs. #changetheconversation @sacca @jeancase @melindagates: https://t.co/d52I…
1623,"Say hello to Alice, an #AI guide designed for female entrepreneurs. #HelloAlice! 
https://t.co/0avyoAtQh6"
1624,"“AI is everywhere. It’s not that big, scary thing in the future. AI is here with us.” — @drfeifei https://t.co/xQkngAmGvo https://t.co/VamsyYHide"
1625,"When more women can work, the economy grows faster. It’s past time to break down the barriers holding women back. https://t.co/2WGIjfwMDg"
1626,"My son Rory is compassionate, curious &amp; kind. But one of the things that makes me proudest is that he’s a feminist. https://t.co/mhtePYG0YW"
1627,"Thank you, @nprmontagne, for this incredibly heartbreaking, but important read. https://t.co/CKzkDXytyD"
1628,It was such a treat talking with these bright young women from @seattlegirlsedu. https://t.co/QrybnTfH2v
1629,"This Mother’s Day, I’m missing Mary Gates. I’ll always be grateful for all she taught Bill and me. https://t.co/fMSgGBmD7W"
1630,"This is Ati. She’s a frontline health worker I met in Indonesia, and she stunned me with her story. https://t.co/VfD6riSnyi"
1631,No woman should have to give her life to bring another into the world. via @MerckforMothers #AllforMothers https://t.co/SBRvELuKln
1632,"Every mother counts—so make your Mother's Day gift count, too. #OrangeRose @everymomcounts https://t.co/vgxNmso9Qe"
1633,"Ethiopia is a global leader in saving kids’ lives. There are about 38,000 reasons why—and Bill met with two of them. https://t.co/jHrh70ufl7"
1634,"50 years ago, 1 in 10 Indonesian women had access to contraceptives. Now it’s 1 in 2—and women like Ati are driving that progress. https://t.co/U9RmLbo7eP"
1635,RT @gateshealth: Women want options! A new partnership makes injectable contraceptive method more affordable for women who need it most. ht…
1636,An important lesson from @SueDHellmann: embrace what makes you unique. It’ll take you a long way. https://t.co/LFuMxSZhma
1637,"Happy #TeacherAppreciationWeek to the women who taught me so much, and to all the teachers who dedicate their lives to educating our kids. https://t.co/Wb2JHqQv9N"
1638,"For me, it was Mrs. Bauer—a math teacher by day, PhD candidate by night, mother of three who taught me to love code. https://t.co/JYe9aUGBZ0 https://t.co/dMPYwSw6Ed"
1639,"Congrats, @theriveterco! Thrilled to see Seattle supporting women-founded businesses. https://t.co/jOtbY7kL0n
https://t.co/3OZ9QOojqb"
1640,How do you attract people with diverse backgrounds to AI? Help them see how they can change the world. https://t.co/4aucqbRsZM https://t.co/qqnmdXd9zC
1641,Loved talking with @drfeifei about her work to build the #AI—and the #AI workforce—of the future. https://t.co/VlAPBeGYY3 https://t.co/lLqgPaGXxz
1642,This amazing book shows young girls they can be anything they want. https://t.co/wFJ235CVXM
1643,“We can only build the future by standing together.” Such a vital message from Pope Francis at @TEDTalks. https://t.co/QgUxxmyl7h
1644,"RT @gatesfoundation: Improving Sanitation will 
- Save hundreds of thousands of lives
- Help girls stay in school
- Boost India's economy h…"
1645,.@Stanford @jessiwrites My advice: Be yourself. See confidence and resilience as skills to be learned. Build a network of supportive friends who lift you up.
1646,Thanks to @Stanford and @jessiwrites for a great discussion about women in business last week. https://t.co/vE9pf18yui
1647,@carolineghosn @JulieWroblewski @StartX @levoleague @LevoInstitute Thanks for the great conversation! I enjoyed learning about the ways @levoleague is promoting mentorship.
1648,"Hemorrhages after childbirth kill 100,000 women a year. The #WOMANtrial found a low-cost drug that can save lives. https://t.co/QeTMUGjzVr"
1649,“Don’t be held back by stereotypes.” #womenintech weigh in on things they wish they’d known from the start. https://t.co/OUDPnGpFI3
1650,"Improving #nutrition means investing in the future. Thank you @BMZ_Bund, for helping lead the way with the #RuralFuture conference. https://t.co/Jri1Onc6Nb"
1651,"The data shows that daring to be different is a clear path to success. 
https://t.co/EA65yWgwc5"
1652,"#OptionB is a remarkable book—a raw and personal guide to building resilience. 
https://t.co/XsJuvYoZoE"
1653,"RT @gavi: They were key to helping modern #vaccineswork, but how many of these women have you heard of? https://t.co/gJnlRpid1D #womeninSTE…"
1654,I’ve met a lot of mothers like this one who are willing to do whatever it takes to get their kids vaccinated. #VaccinesWork https://t.co/P9FxL5OhYc
1655,There’s a simple way to save millions of children’s lives. #WorldImmunizationWeek #VaccinesWork https://t.co/Ie4f2bu45G
1656,Women and girls are going to change the world. I talked to @TIME about how we can unlock their potential. #TIME100 https://t.co/SaHqZFqcYz
1657,"Today, Bill and I were deeply humbled to accept France’s Legion of Honour award on behalf of all our foundation’s partners and grantees. https://t.co/ydy6RAlgty"
1658,The dollars we spend abroad pay dividends here at home. Here’s my case for foreign aid. https://t.co/584xirQE2P https://t.co/TOof5ZUobE
1659,Tune into @worldbank’s #GenerationNow at 11 am ET. We’ll discuss how investing in youth creates growth &amp; resilience. https://t.co/UDHetCDOeB https://t.co/puUtEnmU6q
1660,I’m so touched by Sheryl Sandberg’s words in the #TIME100 list—and I’ll do everything I can to live up to them. https://t.co/ABvLKG2FFB https://t.co/03HWawkdL1
1661,“While it’s easy to find anger… you can also find hope: girls and women are organizing like never before.” https://t.co/VuSXz4vPJE
1662,"Women are the greatest force for transforming societies. Empower them, and they’ll change the world #PovertyIsSexist (via @ONECampaign) https://t.co/F5ekVMxpOL"
1663,Excited to guest-edit today’s Bloomberg @Business newsletter! Here are some of the stories I’m following this week. https://t.co/U4eeICHBiV
1664,"When it comes to contraceptives, knowing your options can be just as important as having them in the first place. https://t.co/O6o3lHghW4"
1665,I’ll be guest-editing the Bloomberg @Business newsletter tomorrow. Sign up here: https://t.co/7tEVNMfZ61
1666,"For years, pandemics have moved faster than vaccines. But this new technology could help us outsmart the next Ebola or Zika. https://t.co/kjZvOG8tbu"
1667,What message do we send to our kids when #AI personal assistants are designed as women? #weekendread https://t.co/KsJ0OzKTvq
1668,"Nutrition not only empowers women &amp; girls—nations benefit, too. Canada's @mclaudebibeau on unlocking this potential https://t.co/KTvomiPhrw"
1669,The next Millie is out there. She’ll change the world if we give her the chance. https://t.co/pqLAQWHkId
1670,These engineers are changing the world—and their stories deserve to be told. #womenintech https://t.co/CHsMPLrOcr
1671,Great reminder from @planetmoney that the gender gap in tech starts with the messages we send our daughters. https://t.co/PAnhOdTf2H
1672,"""Work for people you believe in, look for organizations you feel passionate about.” Great advice, @alyssamastro44. https://t.co/Ny9KturvaD"
1673,"What I saw in Indonesia makes it crystal clear: when we empower women and girls, the entire world benefits.
https://t.co/8zeh2A8VLk https://t.co/RaBEOqSdAd"
1674,"Too often, we put unfair and unrealistic demands on women's time. Thanks, @Tdufu, for reminding us to #droptheball. https://t.co/ufoKspHj9g"
1675,When it comes to improving gender diversity in tech what does success look like? Here’s what I told #thenationalmag. https://t.co/gJDmbnDLRj https://t.co/KlfrZxBQh1
1676,"“Equal pay is about women’s worth in our economy &amp; society. There’s nothing more fundamental than that” #equalpayday
https://t.co/JyPuRCs3Ys"
1677,"In Indonesia, I saw more proof that when we invest in contraceptives, we invest in a more stable &amp; prosperous future https://t.co/YKPQEAdwE6"
1678,"Thrilled to catch up with Barbara Bush and learn about how she and her team at @ghcorps are making history. 
https://t.co/BHP3uSCoT7"
1679,"In fact, nearly 7 out of 10 Americans agree that fathers should have paid parental leave. https://t.co/RMgFxXEmrW"
1680,.@PoppyHarlowCNN’s story reminds us why it’s so important that new dads can take time to care for their kids. https://t.co/rVD7PleYVG
1681,"Nearly 4 centuries ago, Maria Cunitz mapped the stars &amp; expanded our knowledge of the universe. #womenshistorymonth https://t.co/XySvAlbuU7"
1682,"In a career that took her from the red carpet to a military lab, Hedy Lamarr proved women can make it anywhere. #womenshistorymonth https://t.co/2NluYXLPjy"
1683,"Imagine listing on your resume: CIA Officer, Aquanaut, #NASA Astronaut! What an inspiration, @Astro_Jeanette. #STEM https://t.co/y5fhI8UHJu"
1684,Excellent solutions from @SusanWojcicki: #Hiremorewomen &amp; invest in supporting them. https://t.co/K28gRlJihk
1685,Mary G. Ross was a founding member of Lockheed’s secret Skunk Works program—and helped take humanity into space. #womenshistorymonth https://t.co/6nK7epkz0W
1686,I wish I’d known about these women while growing up. Let’s make sure our sons and daughters do. #womenshistorymonth  https://t.co/CDXaWW8iHw
1687,"Thank you, @JustinTrudeau, for your continued commitment to gender equity.
https://t.co/NXS8iHsMGr"
1688,"Thought up by kids, for kids, this amazing comic teaches boys and girls that menstruation is a normal part of life. 
https://t.co/EjNjfV36wn"
1689,I spent my second day in Indonesia at a youth summit on reproductive health. I couldn’t be more inspired by the emerging leaders I met. https://t.co/PWpjkj1aa0
1690,Thrilled to be in Indonesia—and to see the astounding progress we’re making in the global fight against diseases like dengue fever. https://t.co/Ine9muk6vN
1691,"To end poverty in all its forms, we need a clearer picture of what it looks like. This work from @UNDP is an important step forward. https://t.co/7aBHb542Dl"
1692,"After 5 years of remarkable progress, we’re closer than ever to a world where every woman can plan her future.  https://t.co/iF4N9KKTvU https://t.co/1Q7paXDUFM"
1693,"Tech underlies everything we do. If women aren’t a part of it, we won’t be able to ask ourselves the right questions https://t.co/BBkZ1G0hY7 https://t.co/lWcghuUe8q"
1694,Foreign aid is just 1% of our federal budget. The returns are enormous—and they’re measured in lives saved. https://t.co/QcXZ2p2LZm
1695,"RT @SueDHellmann: US investments in health &amp; development have created healthier, more stable societies at home &amp; abroad. It's critical they…"
1696,One of the things humanity should be most proud of is our record when it comes to saving children’s lives. Together we can save more. https://t.co/PIcbGlQ6BN
1697,"In awe of pioneers like Erna Hoover, who sketched a revolutionary invention after giving birth. #womenshistorymonth https://t.co/1tCdfhaEb5 https://t.co/NwmrSEfvab"
1698,"For 4 years, Pope Francis has asked us to live our faith through action. Thank you, @Pontifex, for all you do to lift up people in need."
1699,"When we encourage girls to pursue #STEM, we double our potential for innovation. #MakeWhatsNext https://t.co/vL0ZJ67soo"
1700,Girl Scouts teaches girls to be leaders—and inspires them to explore everything from the outdoors to coding. Happy #NationalGirlScoutDay! https://t.co/W794fDexyT
1701,@AshleyJudd Thank you! Glad to hear you’re headed to East Africa.That’s where Bill and I first got inspired to start the foundation.
1702,"I tell my daughters that ambition is genderless and empowering and beautiful, that they should #EmbraceAmbition. https://t.co/ysVfBhWjgv https://t.co/KfgkVwN2Dt"
1703,@mtbarra Thank you. The next chapter of this story will be written in code—and I’m glad you’re empowering women and girls to write it.
1704,"Generation after generation, contraceptives give women greater freedom to decide their futures. https://t.co/o6FPPbqm85"
1705,"This International Women’s Day, I’m celebrating a simple truth: when women come together, change happens. https://t.co/c9NdxFsOUu #IWD https://t.co/RXVTSEww4G"
1706,"Today, on #IWD, Canada is continuing its long history of supporting women and girls around the world. https://t.co/JGNPXgnps8 https://t.co/UFoPt23IiK"
1707,"The world is full of girls who will change the world–but only if we teach them to believe in their own brilliance.
https://t.co/rsMxBbtBl6"
1708,"On average, how far do women in the world’s poorest countries walk to get clean water every day? https://t.co/o5o1FglbQR #WalkInHerShoes"
1709,"Had a fabulous time hosting @RealJanePauley &amp; @CBSSunday in Seattle. Thanks for the great discussion. 
https://t.co/R2FphlSBYg https://t.co/DilYxmCQoR"
1710,"RT @Ehmee: When we invest in education and healthcare, everybody wins. 
https://t.co/hd9RcEcc4G 
@melindagates"
1711,RT @gatesfoundation: Proud to be working with @GlobalFund and @ComicRelief to #FightMalaria. They’ve distributed nearly 4M nets to protect…
1712,One of the most important things I’ve learned in my work is that you have to let your heart break. https://t.co/6xczcue5Ke
1713,"Thrilled to see the UN’s commitment to fostering women’s leadership. Wishing you all the best in your new role, @AminaJMohammed."
1714,"This simple, loving act—holding your baby close—has the power to save millions of lives.
https://t.co/hTmHfYOOzB"
1715,“I don't think stereotypes are problematic because they're false... They're problematic because they're incomplete.” https://t.co/gGDK8SZ1gN
1716,"When women are able to plan and space their pregnancies, their babies are healthier. https://t.co/rKg6yuCKFf https://t.co/fC8dziIMcm"
1717,Saving newborns is one of the toughest challenges in global health. We’re finally starting to unravel the mystery https://t.co/9cQrgMIznR https://t.co/nBd0yWRTZo
1718,"Thrilled to see these amazing women nominated for #Oscars—and hopeful their ranks will grow in the years ahead.
https://t.co/TpnAtr4pxf"
1719,This is the single best investment we can make in the world’s future. https://t.co/6C08pnxY25 https://t.co/QPfKWs6O8U
1720,It’s simple: Every woman should be able to plan her family and her future. https://t.co/UU3ZfnBqqA https://t.co/KMfI7HrF74
1721,"Want to brighten your day? Watch this beautiful video from @alexboyereal 
https://t.co/SYL13fralC"
1722,"Great talking with @PoppyHarlowCNN about paid family leave, modeling gender equity at home, &amp; why poverty is sexist. https://t.co/IGrrjY0SA4"
1723,"When Warren entrusted the bulk of his fortune to our foundation, he told us to take risks and swing for the fences. https://t.co/1cWxD948lV https://t.co/mEf6gU2IMi"
1724,There is incredible power in women coming together. I’ve seen it in my own life—and around the world. #TBT https://t.co/nB65xM4KYS https://t.co/XoEv1F9Y2b
1725,Some call breast milk a baby’s “first vaccine.” It’s that powerful. https://t.co/4AsvGwZsy4 https://t.co/NA8Zl4pxYu
1726,"For women like Mary—an entrepreneur in Kenya—contraceptives are key to breaking the cycle of poverty.
https://t.co/rlIRmdXLsL https://t.co/Tv2yck3I5q"
1727,Grateful to @UNICEF  &amp; other partners for their work on the front lines to save children’s lives. https://t.co/Zs1nHun4UO
1728,"Too often, contraceptives get written off as a “women’s issue.” Men also benefit—and it matters when they speak up. https://t.co/gCRHIX1Dmp https://t.co/npEuV1mJmq"
1729,Here are 3 simple ways to save millions of kids’ lives. https://t.co/oYjjsaEeG3 https://t.co/UW6N27uPfP
1730,"If you’re not moving toward equality, you’re not really changing the world. You’re just rearranging it.
https://t.co/NmSJwF6vtU https://t.co/P3DWaJ8luF"
1731,"This is Sadi. Here’s why I carry her story in my heart.
https://t.co/ILjyXlHv2h https://t.co/6pULPtL9p7"
1732,.@IISuperwomanII and @billgates talk #firstworldproblems and real world solutions https://t.co/IRx0oL0V8l
1733,I never in a million years thought I’d be speaking out about contraceptives. But these women changed my mind. https://t.co/etmi80mojC https://t.co/i0lBENcvqH
1734,"@JustinTrudeau, thank you for all that you do. Support from leaders like you is absolutely critical for this work to succeed."
1735,"@EmmaWatson Glad to hear it! Thank you for sharing our letter, and for all your work advocating for gender equality around the world."
1736,"More women than ever have the tools they need to decide their futures. Let's keep up this momentum.
#fp2020progress
https://t.co/pCbdozKAPs https://t.co/2vyU61ySIv"
1737,"This is what empowerment looks like—women supporting each other, mapping out a path to a better future. https://t.co/I5W4vyfLOb https://t.co/LxMrYDrHSW"
1738,"RT @BillGates: #TBT In 1993 Melinda and I went to Africa to see the wildlife, and were startled by the poverty: https://t.co/Ug5gWjjGHl htt…"
1739,"It’s just a line. But it tells the most important story in the world.
https://t.co/NF4QvuLlcF https://t.co/oN8xslcFYa"
1740,"When faced with a challenge, Bill and I often ask ourselves: “What would Warren do?” #TBT https://t.co/eIcwd29zoU https://t.co/HmAHrysC6R"
1741,"My family, my career, my life as I know it—all the direct result of contraceptives. Many women aren’t as lucky. https://t.co/OJ31BJcPPB https://t.co/AsY8bR4cvK"
1742,"Loved talking with you about global health and women’s empowerment, @meganmurp. Thanks for the thoughtful questions."
1743,RT @BloombergTV: .@melindagates explains how @WarrenBuffett changed the way she thinks about charitable investment https://t.co/jL7dNlLBGL…
1744,"When a woman has the power to decide if and when to get pregnant, she has power over her future. https://t.co/FtVmL4yJFY https://t.co/ISJGKNUQHe"
1745,Optimism isn’t the passive expectation that things will get better. It’s the conviction we can make things better. https://t.co/deZTF3NsW1 https://t.co/9w62TubLco
1746,"In 2006, Warren Buffett donated the bulk of his fortune to our foundation. Here’s what that gift has made possible. https://t.co/ebe3UxlbuY"
1747,"Thanks, @kayelbee! From closing the pay gap to the importance of contraceptives, it touches on a lot of issues that are close to my heart."
1748,"RT @FortuneMagazine: .@melindagates is guest-editing The Broadsheet tomorrow, a newsletter on the world’s Most Powerful Women. Subscribe: h…"
1749,"When our foundation was just getting started, we made a big bet on cholera research. Thrilled to see this progress https://t.co/zeIsdGPPJ3"
1750,"Where others saw statistics, Hans saw the chance to tell an incredible story about human progress. https://t.co/tYDiLKTmW1"
1751,Luminaries of every part of American life—from literature to finance to civil rights to aviation https://t.co/vi0cayC2Yl #BlackHistoryMonth
1752,"Thanks to @uwghrc, millions of people live longer, healthier lives. Proud to celebrate their 10-year anniversary. https://t.co/j7EkYL2ISd"
1753,Loved this video highlighting the ways @Etsy’s paid leave policy has helped new moms and dads. https://t.co/9yxcvepfZI
1754,"More and more companies are seeing that paid leave is good for employees, good for families, and good for business. https://t.co/8QqgTQetUu"
1755,"Hans Rosling was a personal hero, a gifted teacher, and a big-hearted, evidence-based optimist. https://t.co/58an0eo9fX https://t.co/rj2p6zASHs"
1756,"Gender identity shapes so much of our lives—and it deserves in-depth reporting like this. Thank you, @katiecouric. https://t.co/AyuTBj8M8h"
1757,“I hope we women give ourselves permission to act like women.” Sharp advice from @SallieKrawcheck. https://t.co/n1aHzKOTHb
1758,Meet Sushila. Her story shows why having access to contraceptives changes women's lives. https://t.co/1JBDPovygi https://t.co/IPWUI8lGeb
1759,RT @BillGates: I’m on Facebook Live with my friends @WarrenBuffett and @CharlieRose to discuss our hopes for the future: https://t.co/cBBiZ…
1760,"Growing up, Mary Tyler Moore was proof that women could be and do anything we wanted. She will be missed. https://t.co/whjD6Ip0fn"
1761,Women around the world have told me that their futures depend on their ability to use contraceptives https://t.co/dsS9kjerWk https://t.co/LABZRbuapj
1762,Today we announced a $279 million grant to @UW's @IHME_UW to help the world learn how to save more lives. https://t.co/He44PDto3R
1763,"Always fun to hear about people’s #FirstJob. Mine was teaching kids to code, which reinforced my love of computers. https://t.co/dRWvXMjIc7"
1764,“There's no better thing you can impart than a love of reading.” https://t.co/4SxblABwdR
1765,"We’re all greater when everyone is equal. Today, millions are standing together in support of this vision. #WomensMarch https://t.co/FVe8AhTgMd"
1766,"Many think global poverty is getting worse. But we’re actually experiencing the fastest progress we've ever seen. 
https://t.co/fNNrS62DR2"
1767,"When our children wonder, “What does an engineer look like?” the answer they should find is, ""Like any of us."" https://t.co/goHqm5aQSr"
1768,By day @VanessaAlvarez1 is a cloud computing expert. By night she helps women &amp; Latinos discover the field she loves https://t.co/7t83unNs1r
1769,"So excited to see #HiddenFigures.
https://t.co/b4ehsnVKCT"
1770,One of the best ways to honor Dr. King today is by serving your community. https://t.co/O9dywP9Z2L #MLKDay https://t.co/HC9ZQAuLlP
1771,Let’s honor Dr. King by waking up on Monday morning and asking ourselves what we are doing for others. https://t.co/Ijq3ne8aWw https://t.co/VWlGT5m8SP
1772,"The last book I read, the technology I can’t live without, and what I’d do if I weren’t afraid. https://t.co/B9rWsQYjsO"
1773,"Thank you, @POTUS, for many years of partnership in the fight to reduce inequity around the world. #ObamaFarewell https://t.co/adczd4Ra6l"
1774,RT @NatGeo: We interviewed two leaders who have blazed trails on matters of gender https://t.co/XypbvTi50j #GenderRevolution
1775,".@SueDHellmann is a force of nature, and we’re so fortunate to have her leading the @gatesfoundation. https://t.co/XbI7Qy1LqF"
1776,"Let’s remember these incredible women, who 
solved some of the universe’s greatest mysteries. https://t.co/NK0cFWrlu9"
1777,“The United States has a computing-skills crisis.” @reshmasaujani explains why women and girls are the solution. https://t.co/56Pal0SzEq
1778,Fascinating look at how environments with limited resources can inspire astounding creativity. #WeekendRead https://t.co/KZvcJQ0tce
1779,Imagine the progress we'll make now that more of humanity's best math minds have the chance to develop their skills. https://t.co/iv1DSNuR4g
1780,"Congratulations, @rajshah, on your new role as @RockefellerFdn president!"
1781,These two have some smart ideas for supporting women entrepreneurs. https://t.co/GcHsWONbzG @SheWorx
1782,"Great progress. But while companies are improving their paid leave, too many still aren't providing it at all. https://t.co/3a0q1lLm2Q"
1783,"If you were to choose one word to keep top of mind for the entire year, what would it be? https://t.co/upYtHgwBUU https://t.co/OqiZafXWn2"
1784,Some of the most important nourishment children ever receive actually comes from the food their mothers eat. https://t.co/bpcIrEJvkP https://t.co/OovfiRmuFu
1785,"Want to help lift families out of poverty, advance equality, &amp; drive development? Support women entrepreneurs.https://t.co/oCtilK8wV4"
1786,I tell this to my kids all the time—never be afraid to be yourself. https://t.co/1Sv5YWrNf2
1787,This list of #100Women highlights some of the exciting ways women are changing the world. https://t.co/Yov9eLJdIX via @BBC
1788,Great news! It's long past time to increase the representation of women in our government. https://t.co/1drpgcUfo5 via @TIME
1789,Here are some great indoor activities to get you through winter and get kids excited about science! https://t.co/vAACKZ91s0 @parentsmagazine
1790,A fun way to teach kids about science and have fun baking with them at the same time. https://t.co/B2Nq1Bas1e https://t.co/jxgKoyq0J9
1791,"Thank you, Carrie Fisher, for redefining women's roles in Hollywood. https://t.co/wEL4tCUGUG"
1792,"One of the most inspiring people I met this year is Christine, who goes door to door in Nairobi collecting data about women's health. https://t.co/BSM2G3MguN"
1793,Some of the best moments of my year were conversations I had with tech leaders like @drfeifei about how we can make computing more inclusive https://t.co/6QuBlZNprV
1794,India is determined to get vaccines to more kids in more places—because #vaccineswork. https://t.co/hY71xl3KbH
1795,"Another highlight of 2016: continuing to learn from the hugely talented @HansRosling.
https://t.co/d5SaduPZTB https://t.co/O3nZwwtleN"
1796,Fantastic opportunity for female founders—use the power of technology to help millions break the cycle of poverty https://t.co/VPKdNThl4g
1797,Looking back on some highlights of 2016. One amazing moment—being at the opening of the @NMAAHC with Justice Sotomayor &amp; @oprah! https://t.co/zrzOjGSyjq
1798,"“The gender gap began to close once women could learn computer science in a culture that signaled they belonged.”
 https://t.co/fqXRaRIXXs"
1799,"A few ideas for toys, games, &amp; books that will ignite your children’s curiosity this holiday season. https://t.co/m9EZS6qrxp https://t.co/avcUuQweyS"
1800,Had a great time reflecting with @ariannahuff’s @thrive on the things that bring me fulfillment &amp; strength. https://t.co/M9hm5praXz
1801,"“The math is simple: Half the world’s population is financially stunted."" #MobileMoney can unlock women’s potential. https://t.co/erhKpBXMD2 https://t.co/YrcUrnv4HW"
1802,"In some ways, it’s still - literally - a man’s world. User-centered design can help fix that. https://t.co/DHFxysdATa"
1803,"Great initiative to prioritize gender equity in the @UN. We all reach our full potential when women are empowered.
https://t.co/zmE2XfsTt9"
1804,This is what making tech culture more inclusive looks like. https://t.co/ZCrywbbiO3 via @jessiwrites
1805,Health workers in India are teaching new moms simple techniques that can save their babies’ lives. https://t.co/n9CNes2Z6Y #FTbirth
1806,“I’m always safe when I’m with her.” A look at the crucial role midwives play in their communities. #UHCDay https://t.co/9Ky5HB0K09
1807,An important #weekendread: How we can reduce hunger and improve healthy eating right now https://t.co/TgnezmDZeX
1808,Fascinating predictions about the future of tech from some all-star women researchers. #CSEdWeek https://t.co/GNLJbQK9Ap
1809,I’ve always thought that the best gifts for kids are the ones that spark curiosity. Here are a few of my favorites. https://t.co/FNtBmT4Wtj
1810,"John Glenn was a fearless explorer, a tireless public servant, &amp; a hero to millions. We lost one of our best today. https://t.co/CwA3D3Ob3R"
1811,RT @codeorg: Watch @octaviaspencer talk about the upcoming film @HiddenFigures &amp; encourage viewers to do an #HourOfCode. Thanks for support…
1812,Excited about the commitments from @NCWIT &amp; others to engage more girls in computing. #CSForAll #CSEdWeek https://t.co/fgmKiMyAUH
1813,Thinking about how much fun it was to discover coding. It makes me excited for those who will try it for the first time this #CSEdWeek. #TBT https://t.co/CzfuaWQ0MF
1814,Pleased to see @IKEAUSA leading the charge on paid family leave in the retail industry. https://t.co/g7FDk3piDz
1815,Three things we can do now to get more girls coding. https://t.co/t6qhczgYYk #CSEdWeek
1816,This young coder wants to see more girls introduced to computing early and often. #CSEdWeek https://t.co/nPn0r92awn
1817,Inspired by @MikeBloomberg’s commitment to fighting the harmful health effects of tobacco. https://t.co/kRK2r178wX
1818,"Like @SerenaWilliams and @Nnemkadi30, I hope you’ll give coding a try. https://t.co/bszlhoy0IO #HourofCode"
1819,"The hardest work of parenting tends to fall more heavily on moms.
https://t.co/GQcBR26eDy via @qz"
1820,"Compelling advice from @nancylublin. 
https://t.co/MLzf0d4Jis via @FortuneMagazine"
1821,Incredibly powerful piece about empowering child brides through photography.  https://t.co/o8zQXssMxk via @NPRGoatsandSoda
1822,Insightful piece from @sarahkunst on tackling the biases that can make it difficult for women to get VC funding. https://t.co/7uzlVkqSa6
1823,RT @SueDHellmann: Help me raise money for @TheEndFund. Donations go to ending disease in some of the most vulnerable places on earth. https…
1824,"Last Thursday, we gave thanks. On #GivingTuesday, we give back. https://t.co/fggEbWx1h7 https://t.co/3zOq8I9W4g"
1825,"These South African schoolgirls are aiming very, very high. https://t.co/THdkAowpw0"
1826,Honored to receive the #MedalofFreedom for our foundation’s work. Many thanks to our partners. We’re excited for more progress to come. https://t.co/GCXCiy8LAG
1827,So glad @TheEllenShow got in. It was fun doing this #MannequinChallenge with the other honorees. https://t.co/VU1oY7bU5A
1828,Photography makes it possible to experience the world through another’s eyes. Powerful project from @TIME. https://t.co/5K3YGglr5u https://t.co/Et5dWeDBdW
1829,One of the many reasons it’s so important to have more women designing #AI https://t.co/8jsVoBuUwL via @MadelineBuxton
1830,Incredible stories of determination and resilience. #weekendread https://t.co/ExuL3JxKXl
